	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	Group
0	65.4069	0.8270369	17.0849	4.91441	0.077148969	1.796028	1.8135151	5.131949	2.660096	1- CPG & MPG
1	69.64232	0.7087655	14.88713	4.186309	0.053972086	1.629346	1.4368795	5.018386	2.215911	1- CPG & MPG
2	70.61077	0.5705854	15.28393	2.822104	0.053180775	1.3306273	1.204323	5.597277	2.329983	1- CPG & MPG
3	70.61724	0.4775028	15.70859	2.508109	0.040660718	0.9779424	1.3115688	5.28068	2.877528	1- CPG & MPG
4	70.70878	0.5322106	15.28031	2.535746	0.060855686	1.2071555	1.2359237	5.569955	2.642243	1- CPG & MPG
5	70.96736	0.4840032	15.4829	2.469707	0.039552952	1.0065185	1.4769905	5.327158	2.559492	1- CPG & MPG
6	72.39802	0.4696716	14.28857	2.680885	0.042217669	1.0280002	1.087105	5.051344	2.751537	1- CPG & MPG
7	73.16647	0.4284571	14.39149	2.404058	0.060450624	0.7688895	1.0615978	5.041794	2.458325	1- CPG & MPG
8	73.17825	0.3625764	14.35444	2.246656	0.021080025	0.6777228	1.0961613	5.046558	2.857397	1- CPG & MPG
9	74.77016	0.5301808	13.54476	2.728587	0.047150467	1.1798095	1.4312786	3.283768	2.303038	1- CPG & MPG
10	61.08795	1.9111071	15.4072	10.384547	0.173359521	3.5014471	1.4138663	4.343331	1.299677	1- CPG & MPG
11	61.45151	1.7132862	16.18593	9.300091	0.17949736	3.1750611	1.3069987	4.895871	1.403734	1- CPG & MPG
12	66.20815	1.7695713	15.62782	6.846932	0.133066613	2.3833947	2.1558938	2.361932	2.10653	1- CPG & MPG
13	68.50674	0.9450154	14.99537	4.642333	0.075135607	1.9249531	1.7164782	4.321885	2.667843	1- CPG & MPG
14	68.90272	0.8492849	14.83329	5.63205	0.065566025	2.4075025	2.0673787	2.294811	2.749675	1- CPG & MPG
15	71.62353	0.4899112	14.78217	3.236181	0.037114483	1.2937048	1.3700546	4.653096	2.318065	1- CPG & MPG
16	69.69844	0.5247099	15.72873	3.16641	0.045034982	1.2211811	1.5186215	5.189496	2.706288	1- CPG & MPG
17	69.76368	0.4698065	16.38619	2.679525	0.035261417	1.1594784	1.3907518	5.536043	2.390517	1- CPG & MPG
18	71.21874	0.5667648	15.32181	2.837142	0.044373049	1.0931906	1.4320393	4.773128	2.510103	1- CPG & MPG
19	71.60774	0.5224897	15.149	2.642049	0.04905005	1.1174881	1.3595394	4.725866	2.630575	1- CPG & MPG
20	71.72355	0.447909	14.99544	2.512178	0.036973622	0.9021564	1.3373887	5.221732	2.632522	1- CPG & MPG
21	71.94376	0.4661079	15.0288	2.796372	0.021186723	1.0423868	1.5222661	4.289252	2.690714	1- CPG & MPG
22	71.97214	0.5289264	14.59754	2.962112	0.029900323	0.9547482	1.5094508	4.934584	2.364188	1- CPG & MPG
23	72.21388	0.4712809	14.38781	3.171619	0.033590217	1.1532641	1.5247923	4.395229	2.462265	1- CPG & MPG
24	72.63072	0.4146118	14.34936	2.897715	0.025255539	0.894467	1.2280506	4.709106	2.64657	1- CPG & MPG
25	72.68455	0.3693858	15.13261	2.179916	0.040703673	0.9707826	1.5894784	4.577128	2.264142	1- CPG & MPG
26	73.25005	0.463456	14.24501	2.770277	0.031314593	1.1095804	1.117931	4.660655	2.157575	1- CPG & MPG
27	73.54354	0.5326935	13.72588	3.064633	0.03820113	1.2298642	1.414503	3.97504	2.255989	1- CPG & MPG
28	76.69906	0.1406721	12.92808	1.154082	0.003173054	0.3204784	0.3617281	5.853227	2.39354	1- CPG & MPG
29	63.37698	1.2838913	17.10922	5.76404	0.108804344	2.3594999	1.3688623	6.171797	2.137746	1- CPG & MPG
30	67.99483	1.099778	16.1477	4.692605	0.074023519	2.1942686	0.5943031	4.891897	2.048337	1- CPG & MPG
31	68.21043	0.805547	15.45269	4.327839	0.018284799	1.3388536	1.302284	5.137013	3.171397	1- CPG & MPG
32	68.84487	0.5211588	16.35824	3.393888	0.048726233	1.4427202	1.6619882	4.69043	2.845188	1- CPG & MPG
33	68.99394	0.6654471	15.81692	3.273049	0.052338534	1.2069907	1.0179311	6.424822	2.307168	1- CPG & MPG
34	69.45897	0.5668783	15.65669	3.533473	0.05525529	1.4601722	1.583985	4.748885	2.726951	1- CPG & MPG
35	70.51389	0.4932133	15.83693	2.799526	0.039540304	1.2881815	1.3849512	5.029943	2.407796	1- CPG & MPG
36	70.56377	0.5912214	14.99205	3.681473	0.046430999	1.408407	1.4919828	4.502775	2.494892	1- CPG & MPG
37	70.68482	0.470401	15.57771	2.547373	0.055526174	0.9690889	1.2592917	5.61862	2.62335	1- CPG & MPG
38	71.42954	0.5793176	14.28317	3.386442	0.028387612	1.1680977	1.2616716	5.284301	2.354069	1- CPG & MPG
39	71.63042	0.5221924	14.47667	3.28208	0.041492029	1.1961848	1.396561	4.721995	2.535062	1- CPG & MPG
40	72.23855	0.5255037	14.62045	3.281297	0.059314283	1.2487218	1.8543518	3.258123	2.731579	1- CPG & MPG
41	72.53175	0.4106349	14.34849	2.812612	0.034047621	0.9523017	1.2896826	4.854365	2.575238	1- CPG & MPG
42	73.02	0.47	13.47	3.04	0.04	1.17	1.62	4.97	2.07	1- CPG & MPG
43	72.39	0.39	14.07	2.67	0.06	0.98	1.85	5.16	2.31	1- CPG & MPG
44	72.63	0.41	13.85	2.81	0.07	0.95	1.79	4.96	2.4	1- CPG & MPG
45	72.41	0.36	14.15	2.71	0.06	0.9	1.82	5.06	2.4	1- CPG & MPG
46	72.71	0.39	14.09	2.63	0.06	0.84	1.79	5.0	2.34	1- CPG & MPG
47	72.6	0.39	14.13	2.74	0.06	0.97	1.69	4.98	2.3	1- CPG & MPG
48	72.54	0.37	14.12	2.65	0.07	0.91	1.81	5.04	2.35	1- CPG & MPG
49	72.17	0.39	14.23	2.74	0.07	0.95	1.74	5.04	2.5	1- CPG & MPG
50	72.67	0.38	14.06	2.6	0.07	0.93	1.66	5.05	2.42	1- CPG & MPG
51	71.86	0.44	14.42	3.26	0.08	1.38	1.7	4.57	2.18	1- CPG & MPG
52	73.57	0.26	14.01	1.86	0.03	0.41	1.64	5.34	2.7	1- CPG & MPG
53	72.93	0.38	13.9	2.68	0.06	0.95	1.74	4.85	2.36	1- CPG & MPG
54	72.23	0.38	14.07	2.77	0.06	0.93	1.78	5.16	2.5	1- CPG & MPG
55	72.5	0.39	14.03	2.77	0.06	0.88	1.82	5.1	2.31	1- CPG & MPG
56	71.86	0.34	14.12	2.36	0.07	0.7	1.68	5.37	3.38	1- CPG & MPG
57	73.37	0.22	14.2	1.85	0.05	0.56	1.79	4.9	2.94	1- CPG & MPG
58	73.41	0.23	14.09	1.82	0.05	0.53	1.95	4.91	2.89	1- CPG & MPG
59	73.51	0.24	14.22	1.84	0.05	0.41	1.76	5.03	2.84	1- CPG & MPG
60	73.22	0.22	14.33	1.9	0.05	0.43	1.74	4.99	3.0	1- CPG & MPG
61	72.21	0.24	13.97	1.98	0.41	0.41	1.57	5.22	3.06	1- CPG & MPG
62	73.13	0.22	14.32	1.7	0.3	0.38	1.33	5.09	3.42	1- CPG & MPG
63	72.63	0.3	14.68	2.15	0.06	0.86	1.48	5.09	2.64	1- CPG & MPG
64	72.67	0.38	14.09	2.59	0.06	0.87	1.73	5.08	2.38	1- CPG & MPG
65	72.63	0.36	14.12	2.56	0.06	0.77	1.76	4.97	2.64	1- CPG & MPG
66	72.9	0.4	13.77	2.69	0.06	0.94	1.69	5.03	2.38	1- CPG & MPG
67	70.6	0.41	15.9	2.44201602	0.03	0.74	1.37	4.09	3.05	1- CPG & MPG
68	66.56	0.4	16.06	4.35200702	0.08	2.27	3.37	4.02	2.75	1- CPG & MPG
69	67.54	0.25	16.74	3.10600756	0.03	1.05	2.86	4.96	2.86	1- CPG & MPG
70	66.59	0.13	17.29	3.05600396	0.06	1.7	2.86	4.33	3.38	1- CPG & MPG
71	62.41	1.18	16.57	5.36401044	0.08	2.53	3.65	2.61	3.7	1- CPG & MPG
72	64.4	1.84	17.72	3.15600036	0.005	1.22	3.44	3.69	2.79	1- CPG & MPG
73	66.82	0.55	16.92	3.28500765	0.05	1.77	3.41	3.25	3.05	1- CPG & MPG
74	75.25	0.11	13.56	0.94300423	0.005	0.07	0.88	5.16	3.11	1- CPG & MPG
75	74.65	0.25	12.67	1.29600306	0.005	0.64	1.02	5.1	2.84	1- CPG & MPG
76	66.94	0.51	15.94	2.88902889	0.05	1.53	2.86	4.05	3.4	1- CPG & MPG
77	66.84	0.5	15.94	2.87102871	0.05	1.54	3.05	4.03	3.54	1- CPG & MPG
78	68.58	0.48	15.36	2.63702637	0.05	1.28	2.61	4.03	3.26	1- CPG & MPG
79	67.62	0.49	15.64	5.48602736	0.04	1.39	2.68	4.15	3.3	1- CPG & MPG
80	66.46	0.75	15.62	4.30200702	0.08	1.49	2.36	4.27	2.81	1- CPG & MPG
81	68.9	0.53	15.23	3.11500675	0.07	1.16	2.0	4.71	2.83	1- CPG & MPG
82	67.59	0.56	15.72	3.14600306	0.07	1.4	2.8	4.56	3.39	1- CPG & MPG
83	72.14	0.3	15.66	2.0	0.03	0.51	1.36	5.08	3.25	1- CPG & MPG
84	71.1	0.18	14.67	1.84200432	0.04	0.82	1.74	5.03	3.4	1- CPG & MPG
85	72.65	0.08	14.67	1.02700117	0.01	0.26	1.42	3.9	4.58	1- CPG & MPG
86	67.54	0.25	16.74	3.10600756	0.03	1.05	2.86	4.96	2.86	1- CPG & MPG
87	67.68	0.4	15.71	3.088743213	0.04	1.09	2.36	4.89	3.0	1- CPG & MPG
88	67.88	0.46	15.62	3.742692247	0.05	1.25	2.41	3.81	3.0	1- CPG & MPG
89	69.28	0.58	14.67	3.6638936	0.05	1.71	2.17	3.64	2.36	1- CPG & MPG
90	68.29	0.59	15.08	3.8479012	0.05	1.95	2.08	3.96	2.13	1- CPG & MPG
91	75.1	0.19	12.73	1.5958974	0.03	0.29	0.96	4.71	3.31	1- CPG & MPG
92	66.01	0.7	15.71	4.4288461	0.06	2.25	3.06	3.54	2.33	1- CPG & MPG
93	66.9	0.62	15.33	3.9379012	0.05	2.34	3.13	3.32	2.29	1- CPG & MPG
94	67.59	0.63	15.07	3.959886	0.05	2.11	2.63	3.72	2.26	1- CPG & MPG
95	75.38	0.14	12.94	1.2489031	0.02	0.21	0.98	4.93	3.32	1- CPG & MPG
96	74.28	0.23	13.11	1.819848	0.03	0.32	1.33	4.48	3.41	1- CPG & MPG
97	69.65	0.54	14.86	3.6418898	0.05	1.76	1.85	3.7	2.44	1- CPG & MPG
98	67.7	0.56	15.49	3.6648575	0.05	2.17	2.95	3.24	2.5	1- CPG & MPG
99	70.16	0.56	14.45	4.1479392	0.05	2.16	0.73	3.95	1.37	1- CPG & MPG
100	69.82	0.51	14.39	3.5549145	0.06	1.86	3.3	2.5	2.45	1- CPG & MPG
101	68.38	0.7	14.87	4.7578062	0.05	2.27	0.88	4.03	1.22	1- CPG & MPG
102	69.72	0.66	15.04	4.3618898	0.06	1.87	0.72	3.78	1.37	1- CPG & MPG
103	69.83	0.55	14.63	3.6539316	0.04	1.56	1.62	4.39	2.15	1- CPG & MPG
104	70.47	0.52	14.47	3.3049335	0.04	1.58	1.86	4.24	2.14	1- CPG & MPG
105	68.41	0.64	15.03	4.1479012	0.05	1.9	1.94	4.08	2.17	1- CPG & MPG
106	68.83	0.6	14.84	3.8828917	0.05	1.74	1.9	4.12	2.03	1- CPG & MPG
107	69.5	0.55	14.59	3.719848	0.05	1.75	1.68	3.95	2.04	1- CPG & MPG
108	70.2	0.74	14.37	4.7409069	0.05	2.11	0.87	3.37	1.39	1- CPG & MPG
109	66.65	0.5	15.55	3.39501395	0.05	3.3	2.4	4.7	2.8	1- CPG & MPG
110	67.1	0.45	16.1	2.80501305	0.05	2.3	1.65	4.8	2.8	1- CPG & MPG
111	69.6	0.5	15.5	2.4500135	0.05	1.95	1.1	4.9	2.5	1- CPG & MPG
112	69.55	0.45	16.15	1.71501215	0.04105522	1.0	0.7	5.0	3.45	1- CPG & MPG
113	72.5	0.25	13.6	2.00501305	0.05	0.95	1.35	4.45	3.0	1- CPG & MPG
114	68.9	0.5	15.35	2.54501395	0.05	1.8	2.1	4.55	2.85	1- CPG & MPG
115	70.25	0.2	14.95	2.0600126	0.05	1.55	1.05	4.9	3.4	1- CPG & MPG
116	68.0	0.5	16.0	3.19501395	0.05	1.85	1.7	4.6	3.05	1- CPG & MPG
117	66.3	0.75	16.25	3.6300153	0.05	2.65	2.1	4.75	2.8	1- CPG & MPG
118	68.8	0.6	14.6	2.9100126	0.05	2.6	2.15	4.4	2.7	1- CPG & MPG
119	70.0	0.55	16.5	2.1800108	0.05	1.3	1.3	4.3	2.9	1- CPG & MPG
120	70.3	0.44	14.95	1.9900054	0.05	2.3	1.4	4.55	2.9	1- CPG & MPG
121	66.45	0.6	16.15	3.2700162	0.05	2.5	1.8	4.5	3.35	1- CPG & MPG
122	68.05	0.5	15.55	2.75501305	0.05	2.3	1.95	4.7	2.8	1- CPG & MPG
123	71.55	0.55	15.45	1.76500765	0.05796791	1.15	1.0	4.2	3.1	1- CPG & MPG
124	69.0	0.5	14.7	3.05501305	0.05	3.0	1.9	4.25	2.65	1- CPG & MPG
125	73.0	0.35	14.45	1.8000135	0.05	1.0	1.05	4.3	3.0	1- CPG & MPG
126	68.6	0.5	15.65	2.5300108	0.05	2.25	1.4	4.5	3.2	1- CPG & MPG
127	68.45	0.4	15.4	3.10501305	0.05	2.15	1.55	4.5	3.3	1- CPG & MPG
128	67.85	0.5	16.05	2.8000135	0.05	2.2	2.0	4.55	2.95	1- CPG & MPG
129	70.05	0.5	15.4	2.44501395	0.05	2.0	1.5	4.25	2.9	1- CPG & MPG
130	66.0	0.9	15.65	3.7300153	0.05	2.2	2.15	4.6	2.9	1- CPG & MPG
131	67.9	0.8	14.6	3.43501485	0.05	2.5	2.15	4.5	2.55	1- CPG & MPG
132	68.85	0.5	15.45	2.4400099	0.05	2.1	1.6	5.0	2.95	1- CPG & MPG
133	70.5	0.4	14.8	2.40501305	0.06158284	1.25	1.7	4.8	3.05	1- CPG & MPG
134	71.3	0.35	15.0	1.62501125	0.05	1.75	0.95	4.9	3.1	1- CPG & MPG
135	68.1	0.5	16.45	2.51501215	0.05	2.2	1.05	4.65	2.75	1- CPG & MPG
136	71.35	0.45	14.95	1.7900099	0.05603134	1.7	2.05	4.05	3.0	1- CPG & MPG
137	66.6	0.9	15.5	3.8200162	0.05	2.25	2.25	4.45	2.8	1- CPG & MPG
138	70.0	0.5	14.9	2.2400144	0.05	2.15	1.6	4.55	2.8	1- CPG & MPG
139	69.2	0.6	14.95	2.45500855	0.05	2.15	1.6	4.5	3.1	1- CPG & MPG
140	69.15	0.6	14.55	2.6500135	0.05	2.15	1.4	4.6	3.25	1- CPG & MPG
141	64.7	0.6	16.25	4.1700162	0.05	3.1	2.4	4.1	3.15	1- CPG & MPG
142	68.25	0.5	15.45	2.52500675	0.05	2.6	2.0	4.7	2.9	1- CPG & MPG
143	70.25	0.5	14.15	2.68501035	0.05	2.45	1.9	6.15	2.95	1- CPG & MPG
144	69.6	0.5	14.45	2.6600126	0.05	2.1	1.6	4.05	3.15	1- CPG & MPG
145	68.0	0.55	16.1	2.60500855	0.05822612	2.45	2.2	4.35	2.95	1- CPG & MPG
146	70.0	0.55	14.95	2.37501125	0.05	2.05	1.5	4.8	2.8	1- CPG & MPG
147	65.5	0.5	16.25	2.96502115	0.05	2.5	1.45	5.55	2.7	1- CPG & MPG
148	68.2	0.55	15.65	3.01501665	0.05	2.0	1.85	4.6	2.7	1- CPG & MPG
149	69.5	0.5	15.3	2.69501395	0.05	1.75	1.35	4.25	2.7	1- CPG & MPG
150	73.0	0.3	13.25	1.35500855	0.05	2.2	1.3	4.4	3.3	1- CPG & MPG
151	64.3	0.9	15.2	4.39501845	0.05	3.85	3.1	4.2	2.85	1- CPG & MPG
152	67.2	0.45	16.1	3.4900144	0.05	2.6	1.7	4.65	2.6	1- CPG & MPG
153	65.65	0.5	15.8	4.0300198	0.05	2.5	2.2	4.65	2.6	1- CPG & MPG
154	69.05	0.5	15.55	2.7100126	0.05	2.45	1.85	4.55	2.8	1- CPG & MPG
155	64.15	0.7	16.45	4.0400144	0.05	2.8	1.45	4.95	2.85	1- CPG & MPG
156	68.35	0.5	15.3	3.2400144	0.05	2.5	2.1	4.35	3.0	1- CPG & MPG
157	63.4	0.65	17.15	3.8600171	0.05	2.9	2.5	5.6	2.65	1- CPG & MPG
158	71.7	0.5	14.5	1.5600081	0.05	1.6	1.05	4.25	3.05	1- CPG & MPG
159	67.35	0.7	15.25	3.28501485	0.05	1.9	1.55	4.75	2.7	1- CPG & MPG
160	65.7	0.75	15.5	4.23501485	0.05	3.3	2.6	4.0	2.85	1- CPG & MPG
161	69.3	0.65	15.4	2.9100126	0.06093731	2.25	1.7	4.3	2.7	1- CPG & MPG
162	68.75	0.45	15.1	2.99501395	0.05	2.1	1.6	4.5	2.7	1- CPG & MPG
163	65.55	0.7	16.6	3.37501575	0.05	2.6	1.95	4.8	3.05	1- CPG & MPG
164	66.25	0.7	16.0	3.77501575	0.06842537	2.85	2.2	4.1	2.6	1- CPG & MPG
165	71.5	0.6	14.65	2.15501305	0.05	1.2	1.3	3.8	3.3	1- CPG & MPG
166	70.5	0.35	15.5	2.2400144	0.05	1.45	0.55	4.7	2.4	1- CPG & MPG
167	67.45	0.65	15.7	3.19501395	0.05	2.05	2.0	4.25	3.2	1- CPG & MPG
168	68.1	0.55	15.75	2.8700117	0.05	2.1	2.05	4.35	3.05	1- CPG & MPG
169	68.3	0.6	15.4	2.9700117	0.05	2.55	1.95	4.25	2.9	1- CPG & MPG
170	69.1	0.6	15.45	2.75501305	0.05	2.2	1.85	4.45	2.8	1- CPG & MPG
171	65.0	0.6	15.35	4.02501125	0.05499851	3.25	2.7	5.0	2.8	1- CPG & MPG
172	64.7	0.85	16.45	3.64501845	0.05228731	2.85	2.1	5.55	2.85	1- CPG & MPG
173	71.85	0.5	14.2	2.2000135	0.05	1.85	1.15	4.05	2.8	1- CPG & MPG
174	68.05	0.5	15.6	2.9700117	0.05	2.2	2.3	4.6	3.8	1- CPG & MPG
175	65.8	0.6	15.9	4.000018	0.06429403	2.8	2.1	4.7	2.75	1- CPG & MPG
176	66.15	0.65	16.0	4.1600171	0.05	3.1	2.15	3.75	2.9	1- CPG & MPG
177	67.2	0.5	15.45	3.05501305	0.05	2.7	2.2	4.75	2.8	1- CPG & MPG
178	72.15	0.35	14.75	2.000009	0.05	1.7	0.7	4.0	2.95	1- CPG & MPG
179	64.3	0.5	16.9	3.60501305	0.05	2.8	1.75	4.45	3.2	1- CPG & MPG
180	66.55	0.45	15.65	3.43501485	0.05	2.8	1.9	4.4	3.25	1- CPG & MPG
181	68.0	0.5	15.95	2.64500945	0.05	2.15	2.35	4.7	3.1	1- CPG & MPG
182	71.3	0.5	14.25	2.5600126	0.05	1.5	1.5	4.1	3.1	1- CPG & MPG
183	67.45	0.15	15.95	2.2400144	0.05	2.2	1.8	5.05	2.8	1- CPG & MPG
184	67.55	0.5	15.5	3.3600171	0.05	2.0	1.9	4.6	3.1	1- CPG & MPG
185	65.8	0.15	15.85	3.6100171	0.05	3.6	1.85	5.1	2.7	1- CPG & MPG
186	66.5	0.7	15.4	3.55501755	0.05	2.55	1.25	5.0	3.1	1- CPG & MPG
187	70.8	0.5	14.95	2.0900099	0.05	1.6	1.6	3.85	3.35	1- CPG & MPG
188	65.35	0.85	16.9	4.1200162	0.05	2.3	2.45	4.25	3.0	1- CPG & MPG
189	68.5	0.55	15.9	2.5300108	0.05	2.05	2.05	4.6	2.8	1- CPG & MPG
190	71.0	0.4	15.3	1.7400144	0.05	1.25	0.75	4.7	2.85	1- CPG & MPG
191	68.15	0.5	14.85	3.1400099	0.05	2.5	2.25	4.45	3.0	1- CPG & MPG
192	71.9	0.35	14.6	1.9900099	0.05	0.9	1.9	4.25	3.25	1- CPG & MPG
193	69.85	0.55	15.4	2.43501485	0.05538582	2.4	1.5	4.15	2.7	1- CPG & MPG
194	68.8	0.6	15.0	2.7000135	0.05	2.8	1.6	4.7	2.75	1- CPG & MPG
195	69.2	0.5	15.4	2.5900144	0.05	2.2	1.65	4.5	2.85	1- CPG & MPG
196	65.5	0.55	16.4	4.4300153	0.05	3.25	2.55	3.9	2.95	1- CPG & MPG
197	68.85	0.55	15.6	2.96501215	0.05	2.1	2.1	4.0	3.2	1- CPG & MPG
198	69.15	0.7	15.05	2.69500945	0.05	2.45	1.65	4.35	2.85	1- CPG & MPG
199	70.25	0.35	15.3	2.23500585	0.05	1.85	1.5	4.5	3.1	1- CPG & MPG
200	65.45	0.55	15.55	3.7600171	0.03	2.9	2.5	5.05	2.95	1- CPG & MPG
201	70.0	0.5	14.7	2.7500135	0.05	1.95	1.15	4.2	2.7	1- CPG & MPG
202	70.55	0.5	14.9	2.2100126	0.05	1.9	1.55	4.65	3.05	1- CPG & MPG
203	69.05	0.4	14.5	2.5300063	0.05	2.8	1.7	4.35	3.15	1- CPG & MPG
204	69.95	0.5	14.95	2.4500135	0.05	2.1	1.8	4.05	2.95	1- CPG & MPG
205	66.7	0.7	16.2	3.28501485	0.05	2.5	1.95	4.85	2.7	1- CPG & MPG
206	72.6	0.55	13.75	2.22501125	0.06700522	1.45	1.05	3.95	2.85	1- CPG & MPG
207	68.15	0.7	14.95	2.84501395	0.05	1.85	1.3	4.55	3.0	1- CPG & MPG
208	68.6	0.65	15.4	2.8000135	0.05	2.7	1.6	4.7	2.85	1- CPG & MPG
209	65.0	0.5	16.2	3.89501845	0.03	2.8	1.6	5.05	2.65	1- CPG & MPG
210	71.45	0.5	14.9	2.06501215	0.05	1.95	1.4	4.15	2.9	1- CPG & MPG
211	68.4	0.5	14.35	3.26501215	0.06093731	3.0	2.1	4.05	3.0	1- CPG & MPG
212	72.9	0.3	13.75	2.03500585	0.05	1.65	1.7	3.8	3.1	1- CPG & MPG
213	69.65	0.3	14.85	2.3200117	0.05	1.0	1.3	4.9	3.25	1- CPG & MPG
214	68.5	0.5	16.15	2.7100126	0.05	2.1	1.6	4.5	2.85	1- CPG & MPG
215	66.8	0.95	15.65	3.5400099	0.05	3.0	2.1	4.0	2.6	1- CPG & MPG
216	68.8	0.5	15.1	3.0700117	0.05	2.3	2.0	3.75	2.95	1- CPG & MPG
217	70.0	0.55	14.1	2.90501305	0.05	2.3	1.9	3.9	3.0	1- CPG & MPG
218	68.0	0.75	15.8	2.9700117	0.05	2.05	2.1	4.55	2.85	1- CPG & MPG
219	63.65	0.85	16.65	4.53501935	0.1	3.0	2.8	3.95	3.3	1- CPG & MPG
220	69.9	0.45	15.15	2.66501215	0.05	1.7	2.0	4.05	3.1	1- CPG & MPG
221	67.65	0.55	15.75	2.72501125	0.05	2.15	1.45	4.9	2.65	1- CPG & MPG
222	68.5	0.55	14.8	3.1500135	0.05977537	2.3	1.3	4.3	2.9	1- CPG & MPG
223	67.25	0.45	15.05	3.250009	0.05	3.3	2.2	4.9	2.75	1- CPG & MPG
224	67.8	0.85	15.1	2.94500945	0.05	2.4	2.0	4.15	2.0	1- CPG & MPG
225	68.5	0.35	15.45	2.7100171	0.1	2.2	1.4	4.7	2.75	1- CPG & MPG
226	71.0	0.45	14.45	2.6900144	0.05	1.85	1.2	4.05	2.9	1- CPG & MPG
227	62.6	0.5	17.1	3.85501755	0.05745149	3.0	2.55	5.3	2.95	1- CPG & MPG
228	68.5	0.35	15.55	2.7000135	0.1	1.75	1.85	4.2	3.1	1- CPG & MPG
229	66.5	0.35	15.85	3.18501935	0.1	2.25	2.2	4.55	2.9	1- CPG & MPG
230	68.6	0.55	15.3	3.3700162	0.05822612	2.0	2.1	3.95	2.9	1- CPG & MPG
231	64.9	0.6	15.4	3.9700072	0.06790896	3.65	2.5	4.6	2.9	1- CPG & MPG
232	69.2	0.5	15.3	2.7200117	0.05	2.25	1.45	4.35	2.9	1- CPG & MPG
233	67.6	0.6	15.7	3.13501485	0.05	2.25	1.75	4.6	2.8	1- CPG & MPG
234	63.75	0.75	15.45	4.9100171	0.06429403	3.35	2.85	3.95	2.9	1- CPG & MPG
235	64.95	0.6	15.8	4.3200162	0.05	3.3	2.4	4.85	2.8	1- CPG & MPG
236	67.55	0.8	15.3	3.1500135	0.05	2.9	2.15	4.4	2.9	1- CPG & MPG
237	66.6	0.6	15.55	3.64501845	0.06429403	2.95	1.85	4.45	2.6	1- CPG & MPG
238	70.4	0.5	14.65	2.4400099	0.05	2.1	2.05	4.1	3.1	1- CPG & MPG
239	66.3	0.6	15.5	2.85501305	0.05	2.9	2.4	4.8	2.9	1- CPG & MPG
240	73.51	0.207	14.39	1.50268269	0.051	0.71	0.81	5.02	3.36	1- CPG & MPG
241	70.63	0.419	14.8	2.55546045	0.06	1.56	1.43	5.02	2.98	1- CPG & MPG
242	66.22	0.663	16.01	4.02215052	0.069	2.6	2.13	4.86	3.04	1- CPG & MPG
243	76.39	0.057	13.86	0.4768993	0.032	0.09	0.4	4.45	4.04	1- CPG & MPG
244	76.22	0.055	13.87	0.52188981	0.032	0.11	0.37	4.16	3.91	1- CPG & MPG
245	65.65	0.667	16.03	3.92317152	0.066	2.6	2.41	4.51	3.03	1- CPG & MPG
246	70.79	0.367	15.01	2.16854215	0.056	1.44	1.02	5.43	3.26	1- CPG & MPG
247	72.56	0.328	14.65	2.05156684	0.061	1.17	1.08	4.51	3.41	1- CPG & MPG
248	66.3	0.75	16.25	3.6300153	0.05	2.65	2.1	4.75	2.8	1- CPG & MPG
249	68.8	0.5	15.1	3.0700117	0.05	2.3	2.0	3.75	2.95	1- CPG & MPG
250	69.55	0.45	16.15	1.62501125	0.005	1.0	0.7	5.0	3.45	1- CPG & MPG
251	71.0	0.45	14.45	2.6900144	0.05	1.85	1.2	4.05	1.9	1- CPG & MPG
252	71.45	0.5	14.9	2.06501215	0.05	1.95	1.4	4.15	2.9	1- CPG & MPG
253	72.9	0.3	13.75	2.03500585	0.05	1.65	1.7	3.8	3.1	1- CPG & MPG
254	66.94	0.47	15.05	3.8168423	0.06	2.19	3.79	2.98	2.81	1- CPG & MPG
255	72.11	0.3	13.85	2.5508689	0.03	1.46	3.25	2.07	2.66	1- CPG & MPG
256	67.16	0.51	14.82	3.8288271	0.06	2.29	4.26	2.7	2.74	1- CPG & MPG
257	64.18	0.58	14.72	5.1419088	0.08	4.41	3.33	2.82	1.81	1- CPG & MPG
258	68.53	0.55	14.74	3.5888651	0.05	2.33	2.37	3.71	2.21	1- CPG & MPG
259	67.29	0.46	15.24	3.7377492	0.06	1.92	3.94	1.88	3.31	1- CPG & MPG
260	68.17	0.61	14.94	3.859905	0.06	2.13	2.68	3.22	2.42	1- CPG & MPG
261	67.21	0.62	15.16	4.0079202	0.05	2.26	2.63	3.25	2.17	1- CPG & MPG
262	67.47	0.65	15.0	3.9879202	0.05	2.3	2.8	3.19	2.36	1- CPG & MPG
263	67.75	0.61	14.75	3.8119088	0.06	2.22	2.67	3.46	2.25	1- CPG & MPG
264	67.61	0.46	14.88	3.599715	0.06	2.02	3.3	2.18	3.59	1- CPG & MPG
265	68.22	0.46	15.49	2.8988841	0.05	1.7	2.56	3.54	3.2	1- CPG & MPG
266	77.31	0.08	13.19	0.72	0.01	0.13	0.51	5.53	2.47	1- CPG & MPG
267	73.95	0.1	15.27	1.01	0.05	0.17	0.62	5.36	3.28	1- CPG & MPG
268	74.37	0.13	14.39	1.04	0.01	0.31	0.81	5.84	3.02	1- CPG & MPG
269	73.2	0.18	15.56	1.2	0.02	0.36	0.87	5.1	3.37	1- CPG & MPG
