	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	Group
2247	65.8	0.37	14.92	3.78461	0.005	1.72	3.0	3.7	3.62	5- KCG
2248	65.88	0.38	15.63	4.142512	0.005	1.67	3.48	3.25	4.01	5- KCG
2249	66.5	0.44	14.63	4.335555	0.005	2.1	3.42	3.41	3.77	5- KCG
2250	66.7	0.42	15.73	3.968618	0.005	1.92	3.17	3.7	3.76	5- KCG
2251	67.71	0.31	15.87	3.160622	0.005	1.34	2.91	3.43	3.92	5- KCG
2252	69.16	0.31	15.5	3.093666	0.005	1.43	2.14	4.19	3.71	5- KCG
2253	69.3	0.37	15.71	3.403647	0.005	1.58	2.84	3.7	3.73	5- KCG
2254	69.8	0.35	14.21	3.41463	0.005	1.57	2.94	3.45	3.89	5- KCG
2255	69.8	0.37	14.56	3.590622	0.005	1.65	3.14	3.58	3.84	5- KCG
2256	63.33	0.46	14.3	5.155911	0.07	3.79	4.59	3.28	3.54	5- KCG
2257	62.03	0.52	16.15	5.650807	0.06	2.68	5.35	2.16	3.9	5- KCG
2258	64.39	0.43	14.77	4.759995	0.07	2.39	3.97	2.94	4.15	5- KCG
2259	66.29	0.36	14.03	4.148124	0.06	2.64	3.69	3.28	3.78	5- KCG
2260	62.66	0.77	13.64307	4.085121766	0.069	4.42	2.68	6.82	2.05	5- KCG
2261	63.34	0.7	13.52205	3.860169964	0.064	4.18	2.97	6.29	2.4	5- KCG
2262	63.486	0.51	14.714	3.536181006	0.067	4.16	2.23	6.34	2.09	5- KCG
2263	61.302	0.68	15.192	4.463112092	0.076	4.02	2.67	5.13	1.96	5- KCG
2264	63.11	0.82	13.29254	3.95015138	0.073	4.15	2.93	6.29	2.3	5- KCG
2265	60.35	0.83	14.7391	4.75097979	0.093	4.4	3.66	6.21	2.4	5- KCG
2266	60.761	0.91	14.662	4.336876507	0.081	4.16	3.83	5.72	2.27	5- KCG
2267	61.591	0.96	14.146	4.247080801	0.109	4.21	3.51	6.05	2.1	5- KCG
2268	66.58	0.6	14.58	3.007100421	0.057	2.53	2.36	5.8	2.69	5- KCG
2269	66.23	0.56	14.80942	3.077338085	0.056	2.56	2.5	5.74	2.68	5- KCG
2270	65.87	0.63	14.41	3.034790032	0.057	2.53	2.37	5.85	2.63	5- KCG
2271	66.633	0.54	14.796	2.852479661	0.06	2.31	2.23	5.29	2.62	5- KCG
2272	65.78	0.57	14.89225	3.158320752	0.054	2.59	2.53	5.71	2.68	5- KCG
2273	67.223	0.43	14.587	3.077367695	0.066	2.51	2.24	5.14	2.54	5- KCG
2274	66.65	0.52	14.91141	2.996355594	0.054	2.36	2.35	5.24	2.8	5- KCG
2275	67.15	0.51	14.50995	2.906374861	0.055	2.34	2.17	5.38	2.69	5- KCG
2276	60.11	0.93	14.19098	4.750978571	0.079	4.83	3.62	6.28	2.18	5- KCG
2277	60.8	0.81	14.96853	3.743197588	0.085	4.730059	3.67	6.39	2.28	5- KCG
2278	66.02	0.68	13.2799	3.122328946	0.062	3.21	2.57	6.22	2.48	5- KCG
2279	61.727	0.97	12.967	4.607246037	0.092	4.87	2.97	6.22	1.9	5- KCG
2280	66.506	0.71	13.21	3.32043641	0.075	3.22	2.33	5.68	2.37	5- KCG
2281	55.37	1.15	18.46	8.83	0.15	3.65	6.87	3.35	1.96	5- KCG
2282	58.29	0.96	17.42	5.92	0.16	4.02	5.76	3.03	4.12	5- KCG
2283	70.59	0.34	15.73	2.39	0.13	1.2	2.42	3.19	3.87	5- KCG
2284	63.16	0.79	16.33	4.273501206	0.069	2.64	3.62	3.57	3.36	5- KCG
2285	63.67	0.64	16.54269	3.932154889	0.059	2.39	3.65	3.79	3.49	5- KCG
2286	68.11	0.52	15.43	2.803666314	0.048	1.61	2.82	4.12	3.45	5- KCG
2287	64.266	0.65	15.899	3.518208793	0.06	2.1	3.86	4.24	3.41	5- KCG
2288	67.316	0.35	15.657	2.996365826	0.061	1.64	2.59	3.86	3.26	5- KCG
2289	67.233	0.45	15.44	2.726652565	0.052	1.58	2.96	4.37	3.44	5- KCG
2290	62.64	0.73	15.899	4.44493563	0.076	2.93	4.58	3.53	3.38	5- KCG
2291	66.61	0.58	15.65058	3.10433345	0.059	1.81	2.84	3.84	3.52	5- KCG
2292	68.77	0.5	14.65652	2.65442865	0.062	1.51	2.28	4.1	3.24	5- KCG
2293	62.9	0.76	15.80338	4.463039863	0.078	2.73	3.72	3.48	3.28	5- KCG
2294	61.885	0.76	15.956	4.768986783	0.074	2.83	4.66	3.66	3.16	5- KCG
2295	68.4	0.51	16.99	1.88	0.03	1.52	2.88	2.77	4.77	5- KCG
2296	60.09	0.88	17.17	5.36	0.09	3.88	4.88	3.2	4.19	5- KCG
2297	75.08	0.25	13.76	1.4	0.04	0.7	1.54	3.36	3.77	5- KCG
2298	68.36	0.56	16.06	3.3	0.04	1.22	1.36	5.25	3.68	5- KCG
2299	70.98	0.77	14.25	5.15	0.06	1.39	1.91	2.7	2.68	5- KCG
2300	70.57	0.33	16.21	1.61	0.05	0.94	1.63	3.69	4.83	5- KCG
2301	70.24	0.35	16.21	1.22	0.05	1.19	1.87	3.33	5.39	5- KCG
2302	71.81	0.29	15.83	1.38	0.05	0.92	1.25	3.58	4.76	5- KCG
2303	70.58	0.35	15.74	1.73	0.05	1.05	2.18	3.59	4.58	5- KCG
2304	70.16	0.31	16.91	1.24	0.04	0.67	2.35	5.45	2.77	5- KCG
2305	70.79	0.31	16.06	1.43	0.05	0.81	1.91	3.85	4.67	5- KCG
2306	70.88	0.3	16.13	1.47	0.05	0.94	1.65	3.78	4.69	5- KCG
2307	69.88	0.33	16.32	1.55	0.05	1.11	2.05	3.85	4.72	5- KCG
2308	70.39	0.31	16.24	1.36	0.05	0.58	2.05	4.5	4.41	5- KCG
2309	65.96	0.6	16.57	2.85	0.04	2.2	3.51	2.89	5.11	5- KCG
2310	66.03	0.61	16.52	2.85	0.04	2.24	3.54	2.86	5.04	5- KCG
2311	73.05	0.41	13.48	2.31	0.03	1.47	1.06	4.46	3.59	5- KCG
2312	69.9	0.49	15.03	2.34	0.03	1.39	2.05	4.57	4.02	5- KCG
2313	69.82	0.46	16.05	2.28	0.03	1.24	1.56	3.98	4.4	5- KCG
2314	75.84	0.14	13.54	0.91	0.02	0.33	0.45	4.84	3.89	5- KCG
2315	69.08	0.48	16.0	2.27	0.03	1.41	2.52	3.39	4.64	5- KCG
2316	68.84	0.44	15.98	1.99	0.03	1.2	2.0	4.95	4.39	5- KCG
2317	56.28	1.54	16.8	6.74	0.19	4.32	5.51	2.25	5.5	5- KCG
2318	55.78	1.34	16.83	6.99	0.22	4.08	6.4	1.72	5.72	5- KCG
2319	57.3	1.35	16.95	6.2	0.18	3.97	5.07	2.41	5.5	5- KCG
2320	71.76	0.37	15.79	1.7	0.1	1.36	2.23	2.68	3.87	5- KCG
2321	70.59	0.45	14.98	2.18	0.11	1.42	1.79	3.77	4.51	5- KCG
2322	72.11	0.28	15.17	1.37	0.11	0.83	1.48	3.59	4.94	5- KCG
2323	71.88	0.39	15.72	2.26	0.1	1.05	0.24	3.87	4.33	5- KCG
2324	59.79	0.81	18.06	5.91	0.1	2.19	5.44	3.04	4.28	5- KCG
2325	76.18	0.1	13.24	0.71	0.05	0.21	0.78	5.81	2.89	5- KCG
2326	57.3	1.19	17.64	7.45	0.18	4.34	4.18	3.49	4.12	5- KCG
2327	56.21	1.24	18.53	7.03	0.2	3.59	6.54	4.54	1.84	5- KCG
2328	66.46	0.59	16.4	3.02	0.14	1.68	3.3	3.36	4.8	5- KCG
2329	63.99	0.85	17.36	4.09	0.14	2.77	3.34	2.28	4.83	5- KCG
2330	68.76	0.47	16.02	2.29	0.09	1.3	2.81	3.57	4.48	5- KCG
2331	68.93	0.51	15.75	2.44	0.12	1.51	2.56	3.25	4.73	5- KCG
2332	67.2	0.46	16.84	2.11	0.19	1.47	2.92	3.24	5.4	5- KCG
2333	68.09	0.47	17.26	2.22	0.15	1.42	0.94	3.76	5.52	5- KCG
2334	70.11	0.45	16.44	1.84	0.1	1.06	1.75	3.26	4.8	5- KCG
2335	69.14	0.42	16.29	1.9	0.1	1.3	2.42	3.54	4.71	5- KCG
2336	68.82	0.39	16.64	1.67	0.11	1.18	2.28	4.0	4.74	5- KCG
2337	68.29	0.45	17.0	2.05	0.1	1.35	2.79	2.93	4.85	5- KCG
2338	66.48	0.53	15.84	2.73	0.18	2.31	3.06	3.46	5.15	5- KCG
2339	58.49	0.87	17.45	5.75	0.11	4.28	4.81	3.62	4.36	5- KCG
2340	76.86	0.1	12.72	0.79	0.01	0.26	0.97	4.83	3.46	5- KCG
2341	63.14	0.68	16.75933	4.544023219	0.069	2.4	4.15	3.34	3.48	5- KCG
2342	58.5	0.47	17.45	6.116660884	0.1	3.18	5.61	3.15	3.45	5- KCG
2343	63.8	0.53	15.92	4.527721651	0.07	2.14	4.21	3.76	3.28	5- KCG
2344	61.987	0.54	15.714	4.291666521	0.098	2.67	5.03	3.86	3.32	5- KCG
2345	64.79	0.52	15.28	3.8093128	0.08	2.33	4.1	3.95	3.07	5- KCG
2346	65.424	0.45	15.211	3.500008183	0.081	2.16	3.93	4.17	3.2	5- KCG
2347	62.59	0.67	15.66	4.881788298	0.094	2.72	4.54	3.77	2.97	5- KCG
2348	63.704	0.39	16.167	4.157187195	0.127	2.56	3.8	3.89	2.85	5- KCG
2349	62.862	0.44	16.135	4.472196932	0.128	2.7	4.01	3.78	2.95	5- KCG
2350	65.535	0.5	15.103	3.868845387	0.089	2.19	3.63	4.2	3.04	5- KCG
2351	65.98	0.44	15.14089	3.707201833	0.073	2.01	3.62	4.3	3.12	5- KCG
2352	63.98	0.5	15.16633	4.148106958	0.089	2.61	4.2	3.88	3.09	5- KCG
2353	59.53	0.74	15.98183	5.641787219	0.12	3.72	4.94	4.05	2.69	5- KCG
2354	61.75	0.69	15.72059	5.020922189	0.113	3.19	4.24	3.89	2.78	5- KCG
2355	72.27	0.4	13.94	2.5	0.05	0.42	1.76	5.3	3.25	5- KCG
2356	75.23	0.35	13.92	1.29	0.01	0.1	0.47	4.5	4.12	5- KCG
2357	71.62	0.46	14.66	2.93	0.06	0.79	2.02	4.1	3.24	5- KCG
2358	72.15	0.42	13.91	2.81	0.05	0.53	2.02	4.45	3.44	5- KCG
2359	72.86	0.37	13.85	2.98	0.05	0.52	1.9	4.14	3.22	5- KCG
2360	72.14	0.14	12.81	3.21	0.06	1.3	1.97	5.06	3.27	5- KCG
2361	72.29	0.005	14.1	3.26	0.005	1.07	2.55	4.03	2.57	5- KCG
2362	73.15	0.005	14.27	2.88	0.07	0.65	2.0	4.08	2.79	5- KCG
2363	69.0	0.53	15.03	3.16	0.04	0.45	2.58	5.45	3.62	5- KCG
2364	71.8	0.34	13.69	3.23	0.06	1.07	1.9	4.15	3.58	5- KCG
2365	73.6	0.34	13.62	3.04	0.06	0.58	0.99	4.41	3.36	5- KCG
2366	70.44	0.55	14.63	2.88	0.06	0.72	1.97	4.02	4.34	5- KCG
2367	75.59	0.13	13.59	1.3	0.05	0.36	0.85	4.7	3.15	5- KCG
2368	71.31	0.41	13.98	3.27	0.04	0.76	2.59	4.24	3.13	5- KCG
2369	72.43	0.42	13.86	2.69	0.005	1.08	2.56	4.25	2.58	5- KCG
2370	72.3	0.3	13.29	2.94	0.04	0.45	2.57	4.34	3.61	5- KCG
2371	71.93	0.31	14.3	2.81	0.06	0.54	1.95	4.27	3.6	5- KCG
2372	73.33	0.31	13.65	2.41	0.05	0.96	1.61	4.33	3.24	5- KCG
2373	69.17	0.42	14.42	3.29	0.06	0.48	2.35	5.51	4.17	5- KCG
2374	71.008	0.29	14.064	2.312090547	0.056	0.7	1.99	4.37	3.75	5- KCG
2375	74.763	0.19	13.083	1.430451975	0.031	0.25	1.17	4.61	3.41	5- KCG
2376	73.062	0.3	13.523	2.060330226	0.038	0.46	1.73	4.3	3.28	5- KCG
2377	73.671	0.2	13.917	1.520982458	0.033	0.41	1.59	4.06	3.52	5- KCG
2378	74.521	0.19	13.261	1.493988339	0.033	0.27	1.18	4.65	3.2	5- KCG
2379	63.649	1.11	15.504	5.848868981	0.097	1.51	4.15	2.75	3.71	5- KCG
2380	65.051	0.88	15.192	4.795839388	0.074	1.78	3.32	3.38	3.74	5- KCG
2381	56.496	1.73	15.261	8.763820076	0.155	2.98	6.197	2.33	3.43	5- KCG
2382	70.93000031	0.300000012	13.43999958	4.119999886	0.170000002	0.050000001	1.279999971	3.200000048	5.659999847	6-PAG and syenites
2383	71.54000092	0.219999999	13.31999969	4.21999979	0.159999996	0.140000001	1.25	3.529999971	5.389999866	6-PAG and syenites
2384	72.44000244	0.25999999	12.25	3.00999999	0.109999999	0.119999997	0.819999993	3.849999905	5.380000114	6-PAG and syenites
2385	75.16999817	0.209999993	12.96000004	1.889999986	0.02	0.140000001	0.25	4.460000038	4.119999886	6-PAG and syenites
2386	62.47000122	1.120000005	15.84000015	5.820000172	0.129999995	1.440000057	3.589999914	2.680000067	5.320000172	6-PAG and syenites
2387	73.31999969	0.200000003	13.32999992	2.359999895	0.07	0.230000004	0.779999971	4.429999828	4.420000076	6-PAG and syenites
2388	75.16000366	0.189999998	12.43000031	2.460000038	0.039999999	0.050000001	0.140000001	3.99000001	4.849999905	6-PAG and syenites
2389	71.19999695	0.310000002	13.72000027	3.430000067	0.059999999	0.360000014	1.289999962	3.660000086	4.949999809	6-PAG and syenites
2390	64.09999847	1.029999971	15.01000023	5.679999828	0.140000001	1.340000033	3.170000076	3.049999952	5.119999886	6-PAG and syenites
2391	65.65000153	0.899999976	15.32999992	4.849999905	0.109999999	1.129999995	2.819999933	3.319999933	5.46999979	6-PAG and syenites
2392	66.66000366	0.25	14.89000034	5.686024697	0.005	1.039999962	3.200000048	2.720000029	4.440000057	6-PAG and syenites
2393	70.90000153	0.340000004	14.30000019	3.390018814	0.039999999	0.289999992	1.210000038	3.200000048	5.699999809	6-PAG and syenites
2394	61.48	0.89	15.63	4.74	0.06	3.59	2.1	4.73	2.85	5- KCG
2395	63.19	0.81	15.07	4.27	0.05	3.07	1.55	5.47	2.74	5- KCG
2396	58.29	0.96	13.51	5.15	0.09	6.13	3.33	6.58	2.14	5- KCG
2397	60.99	0.78	13.28	3.79	0.08	3.8	3.18	6.72	2.01	5- KCG
2398	62.24	0.81	13.37	4.27	0.07	4.88	2.47	6.63	2.19	5- KCG
2399	62.9	0.76	13.49	3.74	0.06	4.31	2.32	6.34	2.07	5- KCG
2400	63.29	0.77	13.31	3.91	0.06	4.23	2.64	6.14	2.37	5- KCG
2401	63.36	0.75	13.54	3.82	0.07	4.56	2.21	6.49	2.21	5- KCG
2402	64.85	0.73	13.74	3.4	0.06	3.82	1.29	6.11	2.19	5- KCG
2403	61.41	0.94	13.83	4.44	0.08	4.46	2.99	5.95	2.54	5- KCG
2404	61.9	0.7	12.9	3.81	0.07	4.82	2.45	6.62	1.34	5- KCG
2405	64.4	0.79	13.43	4.09	0.07	4.66	2.75	6.46	2.22	5- KCG
2406	64.7	0.68	13.33	3.52	0.06	4.01	2.6	6.18	2.37	5- KCG
2407	65.2	0.7	13.27	3.57	0.06	4.36	2.03	5.87	2.54	5- KCG
2408	65.2	0.72	13.56	3.8	0.07	4.29	2.58	6.43	2.18	5- KCG
2409	65.6	0.76	13.2	3.87	0.07	4.63	2.69	6.1	2.12	5- KCG
2410	65.8	0.66	12.88	3.55	0.06	4.18	2.34	6.24	2.29	5- KCG
2411	65.85	0.66	14.06	3.18	0.05	2.84	1.44	5.76	2.79	5- KCG
2412	66.2	0.67	13.55	3.11	0.06	4.17	1.01	6.45	2.08	5- KCG
2413	66.62	0.52	14.76	2.54	0.05	2.16	1.17	5.68	3.47	5- KCG
2414	66.93	0.63	14.08	2.84	0.05	2.73	1.26	6.43	2.61	5- KCG
2415	67.3	0.7	13.11	3.82	0.04	2.9	0.78	6.41	2.21	5- KCG
2416	67.37	0.59	13.94	2.93	0.06	2.64	1.72	6.07	2.79	5- KCG
2417	67.44	0.65	13.7	3.13	0.05	2.27	0.45	6.51	2.27	5- KCG
2418	67.81	0.57	14.0	2.83	0.05	2.37	0.93	5.62	2.8	5- KCG
2419	67.84	0.63	14.12	2.49	0.05	2.15	0.67	6.38	2.46	5- KCG
2420	68.22	0.58	14.4	2.82	0.05	2.23	0.76	5.45	2.7	5- KCG
2421	68.64	0.43	15.1	2.3	0.05	1.68	1.22	5.76	2.93	5- KCG
2422	68.81	0.46	15.04	2.26	0.04	1.45	1.18	6.03	2.83	5- KCG
2423	54.44	0.83	17.42	6.05	0.13	3.39	5.42	4.31	3.54	5- KCG
2424	56.27	0.95	18.13	6.35	0.1	2.78	2.52	4.17	4.23	5- KCG
2425	63.09	0.54	14.77	4.38	0.1	2.85	3.11	5.11	3.04	5- KCG
2426	63.95	0.5	15.28	3.78	0.07	2.74	1.71	4.73	3.42	5- KCG
2427	63.97	0.4	13.38	2.72	0.07	1.91	4.39	5.19	2.29	5- KCG
2428	64.74	0.47	15.13	3.56	0.05	2.16	1.59	5.89	2.95	5- KCG
2429	65.07	0.4	14.0	2.89	0.05	2.23	2.97	4.89	3.06	5- KCG
2430	65.23	0.48	14.75	3.29	0.05	2.51	2.69	5.47	2.91	5- KCG
2431	65.32	0.49	14.84	3.37	0.06	2.1	1.55	5.6	2.98	5- KCG
2432	65.46	0.51	15.13	3.46	0.07	1.45	1.41	6.29	2.66	5- KCG
2433	65.59	0.46	14.37	3.01	0.05	2.22	2.68	4.84	3.14	5- KCG
2434	65.75	0.48	14.34	3.38	0.08	2.6	2.81	5.24	3.06	5- KCG
2435	65.88	0.4	14.2	2.95	0.05	1.86	2.57	5.34	2.73	5- KCG
2436	67.39	0.4	14.23	2.8	0.06	1.81	1.79	5.32	3.02	5- KCG
2437	67.46	0.43	14.81	3.26	0.06	2.12	0.64	5.16	3.32	5- KCG
2438	68.15	0.4	14.89	3.1	0.05	1.7	0.8	5.43	2.98	5- KCG
2439	68.76	0.43	13.45	3.02	0.07	2.0	2.58	4.84	3.08	5- KCG
2440	69.17	0.41	14.26	2.95	0.06	1.33	0.94	5.84	2.53	5- KCG
2441	65.53	0.69	14.64	3.46	0.06	2.98	0.84	5.67	2.85	5- KCG
2442	66.06	0.52	15.37	3.51	0.07	2.25	0.8	5.15	3.2	5- KCG
2443	66.7	0.48	15.56	3.18	0.05	1.94	1.31	4.41	3.49	5- KCG
2444	66.99	0.71	13.74	3.33	0.09	2.11	1.0	6.72	2.43	5- KCG
2445	64.5	0.64	15.5	4.0977	0.07	2.5	3.33	4.49	3.33	5- KCG
2446	62.5	0.78	15.2	4.79991	0.08	3.14	3.76	4.55	3.22	5- KCG
2447	62.1	0.8	14.8	4.89434	0.09	3.45	3.82	4.64	3.19	5- KCG
2448	57.5	1.16	14.8	5.93878	0.1	4.92	4.53	5.42	2.54	5- KCG
2449	65.8	0.52	16.3	3.73994	0.07	1.66	3.23	3.58	3.85	5- KCG
2450	52.8	1.14	13.5	7.36549	0.18	7.24	6.52	6.38	1.42	5- KCG
2451	52.3	0.9	14.1	6.9266	0.14	7.29	6.72	5.74	2.16	5- KCG
2452	52.2	0.95	12.4	8.06658	0.13	10.01	6.52	4.36	1.79	5- KCG
2453	52.4	1.11	11.0	7.50879	0.14	9.15	10.02	2.56	2.0	5- KCG
2455	72.77	0.26	13.91	1.67325	0.03	0.82	1.01	4.69	3.21	5- KCG
2456	72.06	0.27	14.05	1.48215	0.03	0.95	1.29	4.73	3.83	5- KCG
2457	52.24	0.75	15.01	7.14877	0.14	11.69	6.71	1.37	1.61	5- KCG
2458	56.4	1.1	15.55	6.42205	0.11	5.41	5.4	3.36	2.95	5- KCG
2459	73.65	0.23	13.53	1.58769	0.02	0.55	0.58	4.8	3.13	5- KCG
2461	73.25	0.24	13.59	1.61656	0.02	0.62	0.62	5.39	3.0	5- KCG
2464	52.92	1.47	16.89	8.08981	0.14	5.4	7.11	2.88	2.53	5- KCG
2465	56.76	1.05	14.87	6.67096	0.11	7.51	5.17	2.78	2.12	5- KCG
2466	52.48	0.86	15.0	8.07093	0.16	9.0	8.12	1.46	1.08	5- KCG
2467	55.93	0.61	15.46	6.84314	0.11	8.16	4.43	3.11	2.4	5- KCG
2468	60.34	1.12	16.92	5.69539	0.08	3.71	4.74	2.69	3.21	5- KCG
2469	60.98	1.19	16.57	5.41988	0.09	3.78	4.32	2.82	2.92	5- KCG
2470	60.18	1.22	15.89	6.60531	0.09	3.99	4.2	2.79	2.84	5- KCG
2471	59.34	1.29	16.87	6.30536	0.09	3.95	4.41	2.78	3.03	5- KCG
2472	74.92	0.19	13.21	1.49985	0.03	0.24	0.79	4.88	4.59	5- KCG
2473	74.34	0.21	13.55	1.65539	0.03	0.33	0.87	4.94	5.04	5- KCG
2474	75.81	0.15	13.18	1.24432	0.02	0.13	0.46	5.62	4.24	5- KCG
2475	58.43	0.8	15.97	6.84954	0.14	2.29	5.21	4.2	4.45	5- KCG
2476	55.16	0.72	17.94	6.73746	0.11	3.15	6.29	4.01	4.38	5- KCG
2483	61.08	0.38	18.83	4.24417	0.09	0.86	4.11	4.73	4.73	5- KCG
2484	60.15	0.84	16.41	4.94748	0.17	2.43	5.61	4.49	4.17	5- KCG
2485	59.48	0.8	17.12	5.57078	0.13	2.28	5.29	4.63	4.4	5- KCG
2487	68.95	0.2	15.25	2.9054	0.07	1.25	1.92	4.07	4.54	5- KCG
2488	70.1	0.3	16.4	1.7332	0.1	1.6	2.1	3.3	3.4	5- KCG
2489	67.5	0.4	17.7	2.1998	0.1	1.6	2.3	3.4	3.4	5- KCG
2490	69.45	0.29	15.94	2.6664	0.05	0.9	1.88	4.45	5.17	5- KCG
2491	68.52	0.3	15.75	3.26531	0.09	1.31	2.15	3.74	3.99	5- KCG
2492	63.5	0.4	18.7	3.8441	0.1	1.9	3.5	3.4	3.6	5- KCG
2497	54.34	1.01	18.13	9.6657	0.16	3.37	6.69	3.22	4.19	5- KCG
2498	58.3	0.65	16.0	6.48824	0.12	2.78	4.41	5.49	4.3	5- KCG
2501	58.81	0.82	16.65	6.37981	0.12	2.63	4.86	4.38	3.53	5- KCG
2502	58.05	0.92	16.64	7.54409	0.12	3.11	5.72	3.55	3.4	5- KCG
2503	61.7	0.09	14.85	4.61422	0.1	2.43	4.99	4.31	4.79	5- KCG
2504	63.5	0.13	16.12	3.71543	0.09	2.14	4.58	4.46	4.8	5- KCG
2505	59.9	0.13	15.92	4.82088	0.12	2.9	4.84	5.54	4.65	5- KCG
2506	60.0	0.2	16.37	4.35418	0.1	2.3	4.85	5.05	4.69	5- KCG
2507	52.3	0.34	17.27	8.12077	0.14	3.99	6.95	5.01	4.02	5- KCG
2508	53.4	0.35	17.01	7.69191	0.14	3.76	7.06	5.13	4.05	5- KCG
2509	54.5	0.21	16.89	6.93742	0.13	3.66	6.82	4.78	4.54	5- KCG
2510	73.87	0.11	14.68	1.18877	0.03	0.47	0.88	4.6	4.68	5- KCG
2511	71.74	0.22	14.88	1.91092	0.07	0.61	1.79	4.38	4.91	5- KCG
2512	68.9	0.01	15.23	2.09212	0.06	1.11	2.34	4.48	4.64	5- KCG
2513	65.5	0.01	16.12	2.51099	0.08	1.97	3.24	5.32	4.16	5- KCG
2514	70.03	0.44	14.79	3.26634	0.04	1.25	1.03	5.01	5.04	5- KCG
2515	69.4	0.42	15.39	2.97748	0.04	1.25	1.4	4.03	5.81	5- KCG
2516	54.69	0.74	14.54	7.48814	0.12	3.35	6.12	3.98	4.16	5- KCG
2517	59.38	0.65	16.28	6.46602	0.11	2.8	4.45	5.49	4.01	5- KCG
2518	54.22	0.84	17.18	8.02142	0.13	3.9	5.32	4.01	2.96	5- KCG
2519	53.25	0.94	17.28	9.64348	0.16	3.91	7.23	3.14	3.57	5- KCG
2520	53.4	0.78	17.01	7.69191	0.14	3.76	7.06	5.13	4.05	5- KCG
2521	54.57	0.98	16.51	8.12077	0.13	3.44	6.28	4.59	3.48	5- KCG
2522	56.2	0.73	16.49	6.93742	0.13	3.16	5.86	4.45	3.98	5- KCG
2523	59.93	0.62	15.89	4.82088	0.11	2.45	4.17	5.15	4.12	5- KCG
2524	60.95	0.54	16.68	5.41057	0.1	1.93	4.02	4.58	4.34	5- KCG
2525	63.07	0.54	15.36	4.61422	0.09	2.07	4.35	3.87	4.34	5- KCG
2526	64.41	0.46	15.38	3.71543	0.08	1.76	3.87	4.05	4.31	5- KCG
2535	54.12	0.85	13.01	5.6661	0.17	3.94	7.41	6.82	2.46	5- KCG
2538	54.77	1.05	19.28	7.01041	0.08	3.49	5.19	2.93	5.18	5- KCG
2543	63.6	0.51	13.1	5.36613	0.07	3.0	2.83	5.29	6.32	5- KCG
2544	62.75	0.42	15.45	2.86638	0.08	1.04	2.03	5.99	6.41	5- KCG
2545	64.55	0.41	16.59	3.35522	0.07	0.94	1.91	5.86	6.13	5- KCG
2546	65.06	0.37	15.13	2.86638	0.07	0.83	0.94	6.38	6.95	5- KCG
2547	63.76	0.48	16.6	3.58853	0.06	1.55	2.03	5.35	6.04	5- KCG
2548	61.49	0.63	17.13	3.96627	0.05	2.16	2.65	4.79	6.62	5- KCG
2549	61.85	0.57	17.61	3.5552	0.05	1.38	2.27	5.08	6.38	5- KCG
2550	71.01	0.15	16.35	1.37764	0.02	0.15	0.51	3.41	6.71	5- KCG
2551	54.23	0.54	20.19	3.8885	0.12	0.56	4.23	9.33	6.6	5- KCG
2553	68.1	0.05	18.54	0.62216	0.01	0.14	0.13	5.11	7.57	5- KCG
2554	56.7	0.9	15.36	7.76589	0.15	3.26	5.14	5.81	3.71	5- KCG
2555	57.24	0.86	15.34	7.35482	0.2	2.99	4.77	7.28	3.05	5- KCG
2556	52.6	1.15	14.81	10.61005	0.16	3.97	5.58	4.81	4.02	5- KCG
2557	59.8	0.69	17.63	5.35502	0.1	1.34	2.93	6.65	4.59	5- KCG
2558	61.14	0.61	17.68	4.54399	0.08	0.93	2.7	6.27	5.85	5- KCG
2559	62.81	0.73	15.46	4.42178	0.06	2.61	3.65	3.74	4.33	5- KCG
2560	63.23	0.78	15.9	4.71064	0.07	2.65	3.77	2.79	4.78	5- KCG
2561	63.83	0.76	15.94	4.43289	0.06	2.4	4.2	2.57	4.68	5- KCG
2562	69.12	0.3	16.03	2.56641	0.07	0.6	2.55	2.68	6.07	5- KCG
2563	67.86	0.33	16.08	2.38865	0.06	0.61	2.01	4.75	4.82	5- KCG
2564	70.61	0.22	15.92	1.72205	0.04	0.37	1.73	3.13	5.98	5- KCG
2565	69.05	0.36	15.2	2.26644	0.04	1.33	1.31	4.76	5.36	5- KCG
2566	62.98	0.77	15.4	5.23281	0.07	3.14	4.09	3.29	4.88	5- KCG
2567	67.04	0.63	15.3	4.29957	0.05	2.39	3.06	3.23	4.89	5- KCG
2568	69.24	0.43	14.7	2.92193	0.04	1.3	1.96	3.89	5.0	5- KCG
2569	72.37	0.29	14.89	1.63317	0.03	0.59	1.14	4.5	4.92	5- KCG
2570	72.3	0.31	15.08	1.6665	0.03	0.59	0.65	4.83	4.88	5- KCG
2571	70.05	0.41	14.16	2.52197	0.05	0.84	2.24	4.63	4.25	5- KCG
2572	73.36	0.28	13.99	1.59984	0.03	0.63	1.26	4.57	4.51	5- KCG
2573	71.28	0.24	16.16	1.59984	0.02	0.52	2.52	1.68	5.45	5- KCG
2574	73.05	0.21	15.2	1.32209	0.02	0.43	1.76	3.29	5.07	5- KCG
2575	69.69	0.24	16.27	1.6665	0.02	0.5	1.98	3.3	4.17	5- KCG
2576	71.0	0.22	14.96	1.53318	0.03	0.46	1.85	3.09	5.12	5- KCG
2578	69.48	0.31	14.8	3.46	0.1	0.11	0.84	5.6	5.15	6-PAG and syenites
