	Tectonic_setting	Location_notes	Pluton	Colour	SubGroup	Group	DebonPQ	TASMiddlemostPlut	Villaseca	QANOR	LaRoche	Geol_unit_notes	Rock_type_notes	Ref	Symbol	Size	Size_rel	Age	Latitude	Longitude	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	P2O5	H2O	H2Ot	H2O.MINUS	LOI	Li	Be	B	Sc	V	Cr	Ni	Cu	Zn	Rb	Sr	Y	Zr	Nb	Cs	Ba	La	Ce	Pr	Nd	Sm	Eu	Gd	Tb	Dy	Ho	Er	Tm	Yb	Lu	Hf	Ta	Pb	Th	U	Co	Mo	W	Ga	Ge	As	In	Sn	Sb	Cd	Ks	Sum_CIPW	Orthoclase	Albite	Anorthite	Quartz	Apatite	Ilmenite	Biotite	Amphibole	Corundum	Rest	sum_meso	P	K	Ti	Cr2O3	A/NK	A/CNK	K2O/Na2O	Q	C	Or	Ab	An	Lc	Ne	Ns	Di	Wo	Hy	Ol	Il	Tn	Pf	Ru	Ap	Sum
Gröba2	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenogabbro			Wenzel et al. (2000)	5	1.15	2				51.93	1.22	17.9	9.98932		3.99	7.29	3.42	4.11		0.53																																																		89.86751104	31.49668897	34.8117	4.3667042	-11.0359768	0	1.159	-16.19011405	45.53614781	0	-0.252087089	89.89206305		28390.446	7313.9		1.71074413437306	0.754694872260449	0.832116788321168	0	0	20.2112207824195	33.5444582864137	20.2917892318149	0	0.668070205928593	0	9.04915284475608	0	0	4.02561941594468	0	0	2.07720027546485	0	0	89.8675110427422
Groba104	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				54.34	1.01	18.13	9.6657	0.16	3.37	6.69	3.22	4.19	0.51	0.95																																																		91.65581327	22.11011938	35.4893	12.3955882	-0.9460728	1.2036	0.9595	-4.423472381	25.2127215	0	-0.363679849	91.63760405	2225.946	26730.186	6054.95		1.74689724264716	0.804263135041023	0.768496420047733	1.60964119963438	0	19.0292780466054	35.4546119459817	21.1509748096717	0	0	0	4.52762347357109	0	6.2961847517545	0	0.342275540268125	2.03722381512459	0	0	1.20799969001641	91.655813272628
Groba10	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				58.3	0.65	16	6.48824	0.12	2.78	4.41	5.49	4.3	0.46	1.25																																																		92.5428278	39.82107362	36.421	-2.6199716	-2.8744936	1.0856	0.6175	-10.85042023	31.1387638	0	-0.207390894	92.5316611	2007.716	45574.137	3896.75		1.22920783553469	0.760640048173773	1.27674418604651	2.30426486700906	0	32.4443280980944	36.3854012810791	8.14072735459953	0	0	0	6.95813320085947	0	3.69968109102151	0	0.256706655201094	1.26401690347704	0	0	1.08956834785794	92.5428277991991
Strehla1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					tonalite			Wenzel et al. (2000)	5	1.15	2				61.86	0.83	15.35	6.12093		3.5	4.88	3.18	3.06	0.63	0.65																																																		93.33070388	12.05701017	25.9182	17.3978388	22.3121248	1.4868	0.7885	10.00330565	3.878256509	0	-0.549318221	93.2927177	2749.698	26398.134	4975.85		1.81096327404855	0.884770869634086	1.03921568627451	18.2884784562319	0	18.7928894994426	25.8928669581632	18.7559476001897	0	0	0	0	0	8.71895084245267	0	0	0.943457526891453	0	0.44587808952521	1.49223491119675	93.3307038840935
Strehla2	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					diorite			Wenzel et al. (2000)	5	1.15	2				59.59	0.81	16.67	7.67408		2.31	5.83	3.2	2.88	0.92	0.64																																																		92.26530717	13.129605	24.3936	22.893376	20.695016	2.1712	0.7695	8.510985	0	0.061608	-0.41489	92.21	4015.432	26564.16	4855.95		2.03250921591707	0.886608853648885	1.11111111111111	17.2563886437849	0.0708812702040778	18.911083773024	24.3697571370948	22.9131971156718	0	0	0	0	0	5.75450755601876	0	0	0	0	0.810354974018657	2.17913669571589	92.2653071655329
Strehla3	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					monzonite			Wenzel et al. (2000)	5	1.15	2				58.81	0.82	16.65	6.37981	0.12	2.63	4.86	4.38	3.53	0.31	1.5																																																		92.13520996	26.45937815	29.8991	11.1910878	8.4098488	0.7316	0.779	-0.749911801	15.71542921	0	-0.314547207	92.12098495	1353.026	36359.694	4915.9		1.57845650525266	0.858916530719159	1.24079320113314	9.23366894847686	0	25.8845459143267	29.8698759353975	16.6491250437253	0	0	0	2.37500024472002	0	5.45066424506645	0	0.256706655201094	1.68134865080065	0	0	0.734274321382527	92.135209959097
Strehla	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					monzodiorite			Wenzel et al. (2000)	5	1.15	2				58.05	0.92	16.64	7.54409	0.12	3.11	5.72	3.55	3.4	0.62																																																			92.17129385	19.3707197	28.798	14.963832	11.115452	1.4632	0.874	2.474601216	13.50131252	0	-0.421679441	92.139438	2706.052	29469.615	5515.4		1.7634614388007	0.83886718027131	1.04411764705882	10.5570796241712	0	20.9794835606986	28.7698521757369	19.6568329994883	0	0	0	1.50729445236944	0	7.04865782662309	0	0.256706655201094	1.92683791393218	0	0	1.46854864276505	92.1712938509858
Spitzgrund1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					monzonite			Wenzel et al. (2000)	5	1.15	2				61.7	0.09	14.85	4.61422	0.1	2.43	4.99	4.31	4.79	0.56	0.75																																																		93.85784817	39.44219516	40.5713	-8.5758694	-1.4176624	1.3216	0.0855	-21.08455075	43.54708855	0	-0.039697519	93.84990365	2444.176	35778.603	539.55		1.18370827561562	0.686918065760059	0.899791231732777	7.79518276128054	0	25.4708659567918	40.5316446828765	6.28853637742724	0	0	0	11.5350675205757	0	0.739112515938465	0	0.171007324860702	0	0	0	1.32643103217489	93.8578481719258
Spitzgrund3	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					monzonite			Wenzel et al. (2000)	18	1.6	2				63.5	0.13	16.12	3.71543	0.09	2.14	4.58	4.46	4.8	0.49	0.73																																																		96.34427913	34.92611491	40.656	-1.0431664	3.3817456	1.1564	0.1235	-12.90151366	30.13557568	0	-0.103931732	96.3307244	2138.654	37023.798	779.35		1.26688340722225	0.765736013511653	0.929166666666667	9.11001292268191	0	26.3573230086523	40.616261895158	9.26593074693122	0	0	0	7.90461872614627	0	1.66658612732911	0	0.19252999140082	0.0703885619125444	0	0	1.16062715315303	96.3442791333652
Spitzgrund4	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				59.9	0.13	15.92	4.82088	0.12	2.9	4.84	5.54	4.65	0.58	1.18																																																		94.61903119	44.51661184	39.3855	-7.8504746	-6.2167016	1.3688	0.1235	-17.76301959	41.17742935	0	-0.133355047	94.60829035	2531.468	45989.202	779.35		1.16660660704217	0.709236918747972	1.19139784946237	1.6214364605857	0	32.7398137820479	39.3470037109344	6.20368787078165	0	0	0	10.9137190407428	0	2.17255617289186	0	0.247010580354348	0	0	0	1.37380356903828	94.6190311873768
Heidenschanze	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				60	0.2	16.37	4.35418	0.1	2.3	4.85	5.05	4.69	0.49	0.73																																																		94.08407385	40.5210101	39.7243	-3.505077	-3.548632	1.1564	0.19	-16.02970443	35.65128092	0	-0.085021838	94.07455575	2138.654	41921.565	1199		1.24186172408854	0.744082541536003	1.07675906183369	3.58589551428207	0	29.8440540793036	39.6854725600607	8.69924714231785	0	0	0	9.22910021268678	0	1.4511625404583	0	0.213922212667578	0.214592437198124	0	0	1.16062715315303	94.084073852128
Leuben4	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				52.3	0.34	17.27	8.12077	0.14	3.99	6.95	5.01	4.02	0.82	0.71																																																		90.89130012	39.81383125	34.0494	-0.5786964	-12.4951144	1.9352	0.323	-15.29005698	43.40762103	0	-0.295252603	90.8699319	3578.972	41589.513	2038.3		1.43482464088763	0.699954651635061	1.24626865671642	0	0	29.6076655321408	25.2946285881136	14.2806095522517	0	4.72469405482566	0	11.0585807323447	0	0	3.37283238100615	0.29949109773461	0	0.310524173491058	0	1.94227401139894	90.8913001233072
Leuben1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				53.4	0.35	17.01	7.69191	0.14	3.76	7.06	5.13	4.05	0.83	0.59																																																		91.78188237	43.27965399	34.3035	-3.4554322	-13.3244912	1.9588	0.3325	-19.41400633	48.30353097	0	-0.220740281	91.76331495	3622.618	42585.669	2098.25		1.39248627430329	0.678980151895878	1.26666666666667	0	0	30.3168311736292	26.9077146692033	13.0820845372691	0	3.98835584354971	0	12.3383081770924	0	0	2.55558618654057	0.29949109773461	0	0.327550405257164	0	1.96596027983064	91.7818823701067
Wildsruf	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				54.5	0.21	16.89	6.93742	0.13	3.66	6.82	4.78	4.54	0.75	0.64																																																		92.32763287	42.64623474	38.4538	-5.7934372	-13.9886912	1.77	0.1995	-21.65031511	50.85473648	0	-0.176829007	92.3149987	3273.45	39680.214	1258.95		1.33593845228888	0.674436172748692	1.05286343612335	0	0	28.2484313859547	30.8279606094192	11.588894343138	0	4.11078547099061	0	13.3296842005997	0	0	2.05895556575268	0.278098876467852	0	0.108352282428584	0	1.77647013237708	92.3276328671284
Neumühle	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					granite			Wenzel et al. (2000)	18	1.6	2				73.87	0.11	14.68	1.18877	0.03	0.47	0.88	4.6	4.68	0.05	0.89																																																		99.38154469	26.002555	39.6396	4.03744	27.27244	0.118	0.1045	1.766135	0	0.50852	-0.07919	99.37	218.23	38185.98	659.45		1.1578866602162	1.02813255886876	0.982905982905983	26.6056989308578	0.521407546509585	27.1846829237221	39.6008553477791	4.03920373850816	0	0	0	0	0	1.17083054170079	0	0.0641766638002735	0	0	0.0762576598069154	0.118431342158472	99.3815446948432
BB6	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					granite			Wenzel et al. (2000)	18	1.6	2				71.74	0.22	14.88	1.91092	0.07	0.61	1.79	4.38	4.91	0.12	0.68																																																		98.73553102	27.60027614	41.5877	3.0857938	21.2640648	0.2832	0.209	-2.535920755	7.280345657	0	-0.049408189	98.72505145	523.752	36359.694	1318.9		1.16082200350716	0.9257681907085	0.892057026476578	22.5521464032987	0	25.8845459143267	41.5470512302554	5.62499129803623	0	0	0	1.54099765037383	0	0.805211640559594	0	0.149745548867305	0.346606116543914	0	0	0.284235221180333	98.735531023442
Spaargebirge	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					granite			Wenzel et al. (2000)	18	1.6	2				68.9	0.01	15.23	2.09212	0.06	1.11	2.34	4.48	4.64	0.28	1.04																																																		97.07336219	26.91558864	39.3008	5.1577208	19.0119968	0.6608	0.0095	-0.683226251	6.808704493	0	-0.127226281	97.0546582	1222.088	37189.824	59.95		1.22010100087073	0.909947126932988	0.96551724137931	19.3430435281255	0	26.4755172822337	39.2623864986528	7.49661529206765	0	0	0	1.78386724625227	0	2.02971601345724	0	0.0190008138734114	0	0	0	0.663215516087443	97.0733621907499
Karpfenschanke	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					quartz monzonite			Wenzel et al. (2000)	18	1.6	2				65.5	0.01	16.12	2.51099	0.08	1.97	3.24	5.32	4.16	0.52	1.04																																																		96.95581168	30.91293974	35.2352	6.4939072	13.4322912	1.2272	0.0095	0.774146191	9.08956132	0	-0.24851685	96.9262288	2269.592	44162.916	59.95		1.27914327562781	0.871669074170197	1.27884615384615	13.1408982116372	0	31.4396767726525	35.200760309137	9.59869302819838	0	0	0	2.40309965940714	0	3.92199692576593	0	0.0190008138734114	0	0	0	1.23168595844811	96.9558116791196
GP1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					quartz monzonite			Wenzel et al. (2000)	18	1.6	2				70.03	0.44	14.79	3.26634	0.04	1.25	1.03	5.01	5.04	0.13	1.28																																																		97.77562592	28.23419715	42.6888	1.5452816	18.7876136	0.3068	0.418	2.066126245	3.89545311	0	-0.179535304	97.7627364	567.398	41589.513	2637.8		1.07843595860255	0.948862511169855	0.994047619047619	18.1297456505087	0	29.6076655321408	42.6470749899159	2.9351351912742	0	0	0	0	0	3.11391101516167	0	0.0855688850670313	0.93416176686375	0	0.0144413994062684	0.307921489612027	97.7756259199504
GP2	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					quartz monzonite			Wenzel et al. (2000)	18	1.6	2				69.4	0.42	15.39	2.97748	0.04	1.25	1.4	4.03	5.81	0.14	1.21																																																		97.89607347	23.40110889	49.2107	1.8927118	16.2029728	0.3304	0.399	0.664854858	5.944052342	0	-0.161629735	97.88417095	611.044	33454.239	2517.9		1.10558540827346	0.934667300011688	0.693631669535284	16.157025096964	0	23.8161461266522	49.1626003355975	4.01041496636568	0	0	0	0.556092728640341	0	2.85611709907352	0	0.0855688850670313	0.920500469526467	0	0	0.331607758043722	97.8960734659304
Frei38	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				54.69	0.74	14.54	7.48814	0.12	3.35	6.12	3.98	4.16	0.58	3.74																																																		88.31878808	38.31826976	35.2352	-8.1228832	-7.4925872	1.3688	0.703	-21.80754253	50.25218371	0	-0.139473335	88.3149672	2531.468	33039.174	4436.3		1.30383623937344	0.652624101858347	0.956730769230769	2.53605081504662	0	23.5206604426987	35.200760309137	9.24527892005022	0	0	0	11.8476159972384	0	2.85295413181016	0	0.256706655201094	1.48495724029542	0	0	1.37380356903828	88.3187880805158
Frei10	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				59.38	0.65	16.28	6.46602	0.11	2.8	4.45	5.49	4.01	0.46	1.25																																																		93.66283206	37.29783678	33.9647	1.3215214	1.0199344	1.0856	0.6175	-7.107795799	25.70384973	0	-0.25525717	93.64788935	2007.716	45574.137	3896.75		1.29830387813727	0.789120224214911	1.36907730673317	4.55239222124308	0	32.4443280980944	33.9315021249133	10.206481031608	0	0	0	5.47413228195718	0	4.43745801131319	0	0.235314433934336	1.29165551238353	0	0	1.08956834785794	93.6628320633049
Bar1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					monzonite			Wenzel et al. (2000)	5	1.15	2				54.22	0.84	17.18	8.02142	0.13	3.9	5.32	4.01	2.96	0.52	3.15																																																		89.11592222	15.743185	25.0712	20.4914056	10.8808776	1.2272	0.798	11.85681832	3.632102209	0	-0.618261326	89.0825274	2269.592	33288.213	5035.8		1.86534890191438	0.909809789301364	1.35472972972973	6.18369245798336	0	23.6979518530708	25.0466948353475	21.7467027215578	0	0	0	0	0	9.7154023673044	0	0.278098876467852	0.880634027067231	0	0.335059124806249	1.23168595844811	89.1159222220532
Gro8	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					monzogabbro			Wenzel et al. (2000)	5	1.15	2				53.25	0.94	17.28	9.64348	0.16	3.91	7.23	3.14	3.57	0.46	0.4																																																		89.97317567	23.49439742	30.2379	10.8056334	-0.9108136	1.0856	0.893	-7.200980118	31.94169281	0	-0.384192564	89.96223735	2007.716	26066.082	5635.3		1.86370577304043	0.770820597220122	0.879551820728291	2.82655417970172	0	18.5565009522798	30.2083447845238	21.8509990023472	0	0	0	6.51214185664478	0	6.72140967613666	0	0.342275540268125	1.86538133093251	0	0	1.08956834785794	89.9731756706926
Leu1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				53.4	0.78	17.01	7.69191	0.14	3.76	7.06	5.13	4.05	0.83	0.59																																																		92.21209127	43.03183872	34.3035	-3.4554322	-13.3244912	1.9588	0.741	-18.75913101	47.93186528	0	-0.234634637	92.19331495	3622.618	42585.669	4676.1		1.39248627430329	0.678980151895878	1.26666666666667	0	0	30.3168311736292	27.9665940841535	13.0820845372691	0	3.41472899230073	0	11.1723661248793	0	0	2.93435661163291	0.29949109773461	0	1.05967837119969	0	1.96596027983064	92.2120912726297
Leu4	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				54.57	0.98	16.51	8.12077	0.13	3.44	6.28	4.59	3.48	0.62	0.82																																																		90.64111273	33.43754619	29.4756	4.6258104	-2.2639816	1.4632	0.931	-9.163775118	32.43051575	0	-0.313259022	90.6226566	2706.052	38102.967	5875.1		1.54395188204399	0.746658943512373	1.31896551724138	2.35651469979341	0	27.1255857869314	29.4467898739896	15.8713139635112	0	0	0	6.48426633616602	0	5.5635016907239	0	0.278098876467852	2.04649286290461	0	0	1.46854864276505	90.641112733253
W1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Wenzel et al. (2000)	5	1.15	2				56.2	0.73	16.49	6.93742	0.13	3.16	5.86	4.45	3.98	0.55	1.01																																																		91.58751775	33.75504842	33.7106	2.463946	-2.478484	1.298	0.6935	-10.9577796	33.34158847	0	-0.25322279	91.5731965	2400.53	36940.785	4376.35		1.45103005925914	0.748892533263825	1.11809045226131	2.79012334221514	0	26.2982258718616	33.6776504880685	13.985848522925	0	0	0	7.36381022421339	0	4.45824595763287	0	0.278098876467852	1.43276970507577	0	0	1.30274476374319	91.5875177522034
Spgr4	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					monzonite			Wenzel et al. (2000)	5	1.15	2				59.93	0.62	15.89	4.82088	0.11	2.45	4.17	5.15	4.12	0.4	1.35																																																		92.86971445	35.52712704	34.8964	1.20242	2.94702	0.944	0.589	-7.459723953	24.42062388	0	-0.209861965	92.857005	1745.84	42751.695	3716.9		1.28639328794593	0.797114807845063	1.25	6.6206701532289	0	30.4350254472106	34.8622914600106	9.65277213644224	0	0	0	5.21032019954868	0	3.68786114521176	0	0.235314433934336	1.21800873344407	0	0	0.947450737267776	92.869714446299
Hei1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					quartz monzonite			Wenzel et al. (2000)	5	1.15	2				60.95	0.54	16.68	5.41057	0.1	1.93	4.02	4.58	4.34	0.3	1.03																																																		93.4644226	29.50914942	36.7598	6.9822108	6.8095168	0.708	0.513	-3.551060601	15.91621666	0	-0.195742378	93.4510907	1309.38	38019.954	3237.3		1.37882110284814	0.859502121970343	1.05529953917051	8.7217384678111	0	27.0664886501407	36.7238701302054	12.5043573314992	0	0	0	3.10638253494471	0	3.36781928401363	0	0.213922212667578	1.04925593184534	0	0	0.710588052950832	93.4644225960785
Spgr1	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					tonalite			Wenzel et al. (2000)	18	1.6	2				63.07	0.54	15.36	4.61422	0.09	2.07	4.35	3.87	4.34	0.35	0.77																																																		94.06713831	28.75555728	36.7598	2.6534052	9.2557192	0.826	0.513	-8.627790479	24.06989258	0	-0.148810477	94.0567733	1527.61	32126.031	3237.3		1.35584192623719	0.798417147050554	0.891705069124424	13.3925352136097	0	22.870591938001	36.7238701302054	10.9996371711904	0	0	0	5.26719276374331	0	2.71486716737888	0	0.19252999140082	1.07689454075184	0	0	0.829019395109304	94.0671383113906
Spgr3	OROGENIC BELT	Bohemian Massif	Meissen Composite Massif	aquamarine2	PostOro (A2 syenites)	5- KCG					tonalite			Wenzel et al. (2000)	18	1.6	2				64.41	0.46	15.38	3.71543	0.08	1.76	3.87	4.05	4.31	0.28	0.85																																																		94.62344868	28.48618631	36.5057	3.894197	11.937632	0.6608	0.437	-6.672548715	19.49903516	0	-0.134417499	94.61358425	1222.088	33620.265	2757.7		1.34039356963517	0.830866305916673	0.939675174013921	15.1699647786191	0	23.9343404002336	36.4700184933607	10.6572323427625	0	0	0	4.22246436647819	0	2.42693326945361	0	0.171137770134063	0.908141739153103	0	0	0.663215516087443	94.6234486762822
SR2	OROGENIC BELT	Scottich Highlands, Caledonian oro	Strontian	aquamarine2	PostOro (A2 syenites)	5- KCG					gabbro			Fowler et al., 2008	5	1.15	2	430			48.34	1.5	12.89	9.91012	0.13	9.97	8.17	2.65	2.57	0.68				4.03					182	484	173	52	76	44	967	41	170	15		809	67.9	148	17.4	67.3	11.7	2.96	7.82		6.32		1.95		2.35	0.39				5													86.94498158	18.68933758	21.7679	-4.482929	-5.514664	1.6048	1.425	-4.289911872	58.83652889	0	-1.095168847	86.94089275	2967.928	21998.445	8992.5	0.0707366	1.81642373425694	0.587208480719167	1.03112840466926	0	0	15.6607412495355	21.7466235563659	15.8084925206803	0	0	0	12.1167032225543	0	9.79918392702813	6.60143493872537	0.278098876467852	3.32303703118859	0	0	1.61066625335522	86.9449815759012
CL1	OROGENIC BELT	Scottich Highlands, Caledonian oro	Cluanie	aquamarine2	PostOro (A2 syenites)	5- KCG					gabbro			Fowler et al., 2008	5	1.15	2	430			50.92	1.1	11.17	9.3324	0.16	12.32	8.59	2.67	2.03	0.64				1.94					146	658	456	20	124	92	928	32	194	18		964	77.6	148	17.1	60	9.33	2.34	8.24		4.85		1.71		1.89	0.34				5													89.64362689	19.80416977	17.1941	-11.4705918	-3.9065328	1.5104	1.045	-5.882248258	72.6770512	0	-1.321049057	89.65029905	2793.344	22164.471	6594.5	0.0961667	1.79303456083949	0.511253155172297	1.31527093596059	0	0	15.7789355231169	17.1772940931606	13.4801807039	0	0	0	16.9305337599899	0	20.5638300608342	1.59649188109215	0.342275540268125	2.25816415194297	0	0	1.51592117962844	89.6436268939333
932	OROGENIC BELT	Scottich Highlands, Caledonian oro	Borralan	aquamarine2	PostOro (A2 syenites)	5- KCG					theralite			Fowler et al., 2008	5	1.15	2	430			46.48	1.27	13.16	13.76529	0.2	7.61	12.53	1.17	3.79	0.97				1.45					339	164	75	25	117	20.1	2782	32.8	104	10.7		1146	87	187		97.9	17.8	4.63	12.6		7.17		2.81		2.03					6.9													87.24030443	42.1952802	32.1013	-24.9990678	-30.3801088	2.2892	1.2065	-52.21405732	117.320588	0	-0.258174253	87.26146005	4233.662	9712.521	7613.65	0.0239686	1.75435067693294	0.434555786777579	0.308707124010554	0	0	6.91436500451192	22.7210996110702	15.4401619754949	0	5.06453927481956	0	28.60303706713	0	0	3.99274003465606	0.427844425335157	0	1.77894899635748	0	2.29756803787436	87.2403044272497
PJH191	OROGENIC BELT	Scottich Highlands, Caledonian oro	Rogart	aquamarine2	PostOro (A2 syenites)	5- KCG					syenodiorite			Fowler et al., 2008	5	1.15	2	430			50.92	1.18	14.17	7.01041	0.12	4.55	7.28	4.14	4.27	1.11				4.56					93	77	29	22	120	102	2807	29	605	47		2887	162	310		143	21.4	5.01	13.6		6.72		2.86		1.88																		87.80632648	41.91888544	36.1669	-14.3596966	-16.2638936	2.6196	1.121	-25.50334732	62.33550975	0	-0.25140282	87.78355485	4844.706	34367.382	7074.1	0.01125355	1.23154652937102	0.572696762751717	0.969555035128806	0	0	24.4662146313499	31.5381784883031	7.2693635406408	0	2.48836741520619	0	13.9768712954644	0	0	3.40238277240002	0.256706655201094	0	1.77906588563769	0	2.62917579591808	87.8063264801213
PJH213	OROGENIC BELT	Scottich Highlands, Caledonian oro	Rogart	aquamarine2	PostOro (A2 syenites)	5- KCG					syenogabbro			Fowler et al., 2008	5	1.15	2	430			49.22	1	11.86	8.01031	0.13	5.22	8.35	4.54	3.14	1.44				4.23					96	78	34	43	115	137	2321	21	589	20		2890	124	228		110	17.4	3.99	11.4		5.04		2.21		1.5																		84.98335053	50.20658003	26.5958	-22.2957156	-17.8710976	3.3984	0.95	-34.47025468	78.66631782	0	-0.225304882	84.9547251	6285.024	37687.902	5995	0.0113997	1.1766006415517	0.469477555405327	1.44585987261146	0	0	26.8301001029779	26.0473918284035	4.85721102611888	0	0.283006753511105	0	18.8268748355491	0	0	2.99641985813676	0.278098876467852	0	1.4534245919509	0	3.41082265416399	84.98335052728
RA1	OROGENIC BELT	Scottich Highlands, Caledonian oro	Rogart	aquamarine2	PostOro (A2 syenites)	5- KCG					alkali gabbro			Fowler et al., 2008	5	1.15	2	430			47.57	1.13	12.41	8.86578	0.12	9.42	9.22	2.69	3.41	1.42				1.97					202	70	78	75	75	82	1788	29	91	13		1865	154	283		160	24.1	6.03	16.6		7		3.13		1.82																		87.4730071	27.83278246	28.8827	-15.2664146	-15.0944816	3.3512	1.0735	-17.59823723	75.15294617	0	-0.891869853	87.44212535	6197.732	22330.497	6774.35	0.0102305	1.45631043056267	0.490792508875673	0.788856304985337	0	0	15.8971297966983	25.7709073170099	10.6100469264576	0	1.67045838879268	0	17.4273603141403	0	0	10.7830128550821	0.256706655201094	0	1.69393472680717	0	3.36345011730061	87.4730070974899
CCB2	OROGENIC BELT	Scottich Highlands, Caledonian oro	Ach'Uaine	aquamarine2	PostOro (A2 syenites)	5- KCG					theralite			Fowler et al., 2008	5	1.15	2	430			48.56	1.72	12.24	9.53238	0.15	8	10.75	2.84	3.54	1.82				0.99					128	186	43	6	139	129	2432	31	485	46		1477	202	472	44.8	187	22.5	5.76	15.7		7.86		2.75		2.18	0.28				36													89.72415054	40.20600872	29.9838	-23.2191316	-21.7725136	4.2952	1.634	-34.29368087	93.41000201	0	-0.558533568	89.6851511	7943.572	23575.692	10311.4	0.0271839	1.37562661090156	0.430322883199288	0.80225988700565	0	0	16.7835868485588	26.6411002037344	9.11961046546572	0	1.79496469054968	0	20.9535308028704	0	0	7.1585983216025	0.320883319001367	0	2.6409750353167	0	4.31090085456838	89.724150541668
