	Tectonic_setting	Location_notes	Pluton	Colour	SubGroup	Group	DebonPQ	TASMiddlemostPlut	Villaseca	QANOR	LaRoche	Geol_unit_notes	Rock_type_notes	Ref	Symbol	Size	Size_rel	Age	Latitude	Longitude	SiO2	TiO2	Al2O3	FeOt	MnO	MgO	CaO	K2O	Na2O	P2O5	H2O	H2Ot	H2O.MINUS	LOI	Li	Be	B	Sc	V	Cr	Ni	Cu	Zn	Rb	Sr	Y	Zr	Nb	Cs	Ba	La	Ce	Pr	Nd	Sm	Eu	Gd	Tb	Dy	Ho	Er	Tm	Yb	Lu	Hf	Ta	Pb	Th	U	Co	Mo	W	Ga	Ge	As	In	Sn	Sb	Cd	Ks	Sum_CIPW	Orthoclase	Albite	Anorthite	Quartz	Apatite	Ilmenite	Biotite	Amphibole	Corundum	Rest	sum_meso	P	K	Ti	Cr2O3	A/NK	A/CNK	K2O/Na2O	Q	C	Or	Ab	An	Lc	Ne	Ns	Di	Wo	Hy	Ol	Il	Tn	Pf	Ru	Ap	Sum
90707	CONVERGENT MARGIN	CASCADES / HIGH CASCADES / OREGON / CHILLIWACK BATHOLITH / PACIFIC OCEAN//////////////	Chilliwack leuco	cyan2	ArcNormal	4- ACG & ATG	gd	granite	l-P	3b granite	granite	//////////	/ GRANITE [4439]//////	Georoc Database [4439]	15	1.136	1.42		49	-121.5	74.01	0.23	13.9	1.55	0.04	0.57	1.64	3.21	4.12	0.07				0.48	18	1.6		5	22	4	4	13	18	71.2	185	16.8	85		1.4	939	18.3	33.7		11.8	2.39	0.4	2.06		2.3	0.51			1.7	0.28					5.4											0	97.80281585	17.475215	34.8964	7.676096	34.425436	0.1652	0.2185	2.215055	0	0.818568	-0.10047	97.79	305.522	26647.173	1378.85	0.0005846	1.355777435	1.050299459	0.779126214	33.6016276703623	0.833290290283208	18.9701809098147	34.8622914600106	7.67906260145961	0	0	0	0	0	1.41994342291372	0	0.0855688850670313	0	0	0.185046733036654	0.165803879021861	97.8028158519698
90700	CONVERGENT MARGIN	CASCADES / HIGH CASCADES / OREGON / CHILLIWACK BATHOLITH / PACIFIC OCEAN//////////////	Chilliwack int	dodgerblue4	ArcAlk	4- ACG & ATG	mzdq	granodiorite	metaluminous	4 granodiorite	tonalite	//////////	/ GRANODIORITE [4439]//////	Georoc Database [4439]	15	1.136	1.42		49	-121.5	62.82	0.94	15.79	5.31	0.1	2.45	4.76	2.49	4.22	0.23				0.27	14	2.2		14	120	36	14	36	64	64	403	30.6	268			693	25	55.9		27.3	6.45	1.23	5.52		5.73	1.1			3.16	0.5																0	93.82127581	15.54191712	35.7434	11.3963684	15.6882264	0.5428	0.893	-1.079321157	15.37333957	0	-0.288924233	93.8108061	1003.858	20670.237	5635.3	0.0052614	1.638380129	0.863202248	0.590047393	16.6969297853188	0	14.7151870608843	35.7084635828264	16.7874953434572	0	0	0	1.90152606414289	0	5.22175460176052	0	0.213922212667578	2.03121298437148	0	0	0.544784173928971	93.8212758093582
90706	CONVERGENT MARGIN	CASCADES / HIGH CASCADES / OREGON / CHILLIWACK BATHOLITH / PACIFIC OCEAN//////////////	Chilliwack leuco	cyan2	ArcNormal	4- ACG & ATG	gd	granite	l-P	4 granodiorite	granite	//////////	/ GRANODIORITE [4439]//////	Georoc Database [4439]	15	1.136	1.42		49	-121.5	73.07	0.25	14.3	1.78	0.05	0.7	1.79	3.08	4.39	0.09				0.37	16	1.8		4	24	6	3	4	25	78.5	277	13.3	128			787	21.7	44.3		13.4	2.33	0.54	1.87		1.88	0.44			1.39	0.22																0	97.73390724	16.383425	37.1833	8.289152	32.147432	0.2124	0.2375	2.700625	0	0.688516	-0.12235	97.72	392.814	25568.004	1498.75	0.0008769	1.354695665	1.03544316	0.701594533	31.1297482062104	0.704987186607809	18.2019181315356	37.1469561916133	8.292577851165	0	0	0	0	0	1.74379016849053	0	0.106961106333789	0	0	0.193791982313473	0.21317641588525	97.7339072401552
90698	CONVERGENT MARGIN	CASCADES / HIGH CASCADES / OREGON / CHILLIWACK BATHOLITH / PACIFIC OCEAN//////////////	Chilliwack int	dodgerblue4	ArcAlk	4- ACG & ATG	mzdq	quartz monzonite	metaluminous	8* quartz monzonite	tonalite	//////////	/ MONZONITE, QUARTZ [4439]//////	Georoc Database [4439]	15	1.136	1.42		49	-121.5	62.11	0.83	15.91	4.83	0.08	2.39	4.61	3.06	4.05	0.2				0.65	10	1.9		13	115	29	16	20	38	90.2	362	31.1	275			719	29.1	61.4		28.6	6.14	1.16	5.3		4.99	1.07			2.81	0.42																0	93.25933028	19.19019766	34.3035	10.7699366	13.9959736	0.472	0.7885	-1.501778461	15.50454068	0	-0.271984925	93.25088515	872.92	25401.978	4975.85	0.00423835	1.595003928	0.866701858	0.755555556	15.1300566963208	0	18.0837238579542	34.2699709740396	16.1944924961108	0	0	0	2.17362327171639	0	4.94614782987619	0	0.171137770134063	1.81645201273978	0	0	0.473725368633888	93.2593302775258
BCc-13	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	diorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.005	-118.9866667	61.68	0.88	15.94	5.97	0.11	2.75	5.73	2.34	2.82	0.17																																																		0	92.43824576	11.39300252	23.8854	20.5032124	22.2827104	0.4012	0.836	3.679601935	9.824197846	0	-0.378448004	92.4268771	741.982	19425.042	5275.6		2.222508546	0.906168591	0.829787234	21.161602312652	0	13.8287300090238	23.8620538634053	23.924114281524	0	0	0	0.590730617392057	0	6.57675285683612	0	0.235314433934336	1.85628081758606	0	0	0.402666563338805	92.4382457556925
HL-9	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.23666667	-119.3266667	66.3	0.54	16.1	3.86	0.07	1.6	4.6	2.7	3.2	0.14																																																		0	95.26636794	12.32273067	27.104	21.24064	27.6438	0.3304	0.513	5.389196813	0.970866093	0	-0.263953574	95.25068	611.044	22413.51	3237.3		1.966558619	0.972765114	0.84375	25.580779714948	0	15.956226933489	27.0775079301054	21.5916715218474	0	0	0	0	0	3.98580609940693	0	0.149745548867305	0.222171613493732	0	0.370850819092014	0.331607758043722	95.2663679392935
HLa-33	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	ad	granodiorite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.17666667	-119.1983333	67.5	0.56	15.1	3.98	0.08	1.5	3.7	3.6	2.7	0.09																																																		0	94.84400963	17.39828	22.869	17.762752	30.334232	0.2124	0.532	5.73896	0	0.239216	-0.25684	94.83	392.814	29884.68	3357.2		1.810867023	1.002256352	1.333333333	28.1132502041605	0.249491957415012	21.2749692446521	22.8466473160264	17.7685062139519	0	0	0	0	0	3.736693218194	0	0.171137770134063	0	0	0.470137290026229	0.21317641588525	94.8440096304454
HLa-40	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.245	-119.1983333	66.5	0.63	15.5	4.47	0.08	1.6	4.2	2.8	3	0.15																																																		0	94.47706214	12.399715	25.41	19.84992	29.75172	0.354	0.5985	6.130755	0	0.24236	-0.27697	94.46	654.69	23243.64	3776.85		1.945740901	0.993418323	0.933333333	27.3787107722947	0.256470602209593	16.547198301396	25.3851636844738	19.8571129149734	0	0	0	0	0	3.98580609940693	0	0.171137770134063	0	0	0.540167966793274	0.355294026475416	94.4770621381573
HLa-91	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	ad	granodiorite	m-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.14666667	-119.155	69.6	0.48	15.3	2.97	0.06	1.1	3	3.4	2.7	0.09																																																		0	95.74386305	17.20844	22.869	14.290752	34.698232	0.2124	0.456	4.25808	0	1.929216	-0.19212	95.73	392.814	28224.42	2877.6		1.883759036	1.126926203	1.259259259	33.0753873951316	1.93874824591957	20.0930265088381	22.8466473160264	14.2956528872761	0	0	0	0	0	2.74024169334227	0	0.128353327600547	0	0	0.412629261891424	0.21317641588525	95.7438630519112
HLc-11	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	diorite	metaluminous	5a tonalite	diorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.08	-119.23	60.1	0.91	17.2	5.85	0.11	2.7	5.9	2.1	3.3	0.22																																																		0	92.56067865	8.118227255	27.951	23.95643	19.55656	0.5192	0.8645	6.397618666	5.590594214	0	-0.410212635	92.5439175	960.212	17432.73	5455.45		2.233205956	0.933286254	0.636363636	17.2406656909958	0	12.410398726047	27.9236800529211	25.9163818428309	0	0	0	0	0	6.7260477927492	0	0.235314433934336	1.35127481243012	0	0.23581738982568	0.521097905497277	92.5606786472315
HLc-140	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	to	diorite	metaluminous	5a tonalite	diorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.05666667	-119.1416667	59.2	0.96	17.6	6.36	0.11	2.9	6.2	2	3.2	0.24																																																		0	92.43168389	6.400786779	27.104	26.272608	19.344928	0.5664	0.912	8.054500353	4.212486624	0	-0.454757756	92.412952	1047.504	16602.6	5755.2		2.369037242	0.941064895	0.625	16.3170887057339	0	11.81942735814	27.0775079301054	27.7520538377913	0	0	0	0	0	7.22427355517507	0	0.235314433934336	1.01443765176531	0	0.423109979845181	0.568470442360666	92.4316838948511
HLd-18	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	dq	diorite	metaluminous	5a tonalite	diorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.02833333	-119.05	57.4	1	17.8	6.82	0.12	3.1	6.7	2	3.1	0.25																																																		0	91.49217457	7.793285986	26.257	25.85025	16.163	0.59	0.95	6.024697661	8.300178899	0	-0.452600046	91.4758125	1091.15	16602.6	5995		2.45021476	0.915316547	0.64516129	14.0639258828708	0	11.81942735814	26.2313358072896	28.7466511454889	0	0	0	0	0	7.72249931760093	0	0.256706655201094	2.01561635997592	0	0.0438553292893664	0.59215671079236	91.4921745666489
Kdc-1a	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.19333333	-119.26	62.4	0.8	16.2	5.62	0.09	2.3	5.22	2.58	2.98	0.17																																																		0	92.75796339	11.50717221	25.2406	21.5962668	23.4205728	0.4012	0.76	5.57080508	4.59736057	0	-0.350752762	92.7432247	741.982	21417.354	4796		2.10524202	0.94261408	0.865771812	21.4048535904556	0	15.2470612920006	25.2159292599106	23.2064900938891	0	0	0	0	0	5.72959626789747	0	0.19252999140082	1.11373654550456	0	0.245099782429882	0.402666563338805	92.7579633868274
Kdc-1b	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	to	diorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.19333333	-119.26	60.5	1	16.8	6.67	0.08	2.15	5.46	1.93	3.5	0.31																																																		0	91.7549424	6.659875131	29.645	23.7458268	21.4727928	0.7316	0.95	7.002761764	1.887330193	0	-0.363851988	91.7313347	1353.026	16021.509	5995		2.140963622	0.945175276	0.551428571	18.8676584976545	0	11.4057474006051	29.6160242985527	24.4292918784256	0	0	0	0	0	5.35592694607807	0	0.171137770134063	0.446521198138925	0	0.728360087206798	0.734274321382527	91.7549423981784
Kdc-1c	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	dq	diorite	metaluminous	5a tonalite	diorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.19333333	-119.26	59.2	0.92	17.6	6.1	0.09	2.41	6.19	1.87	3.52	0.2																																																		0	92.01924598	8.498628072	29.8144	23.9447992	17.0657432	0.472	0.874	3.84312701	7.837809908	0	-0.34499559	92.0055118	872.92	15523.431	5515.4		2.252111345	0.922927893	0.53125	15.8654598523978	0	11.0511645798609	29.7852587231159	26.6996056659989	0	0	0	0	0	6.00362043723169	0	0.19252999140082	1.90532279153969	0	0.0425585679590264	0.473725368633888	92.0192459781387
KPc-138	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.30166667	-119.1716667	70.64	0.37	14.74	2.91	0.07	0.8	2.66	3.42	3.71	0.1																																																		0	96.52451493	18.067485	31.4237	12.53888	30.53928	0.236	0.3515	3.173245	0	0.32394	-0.14403	96.51	436.46	28390.446	2218.15		1.503276735	1.00671064	0.921832884	29.3682773659956	0.337697592461499	20.2112207824195	31.3929857564659	12.5435046113138	0	0	0	0	0	1.99290304970347	0	0.149745548867305	0	0	0.291317540029446	0.236862684316944	96.5245149315734
KPc-30	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.3	-119.185	68.6	0.55	15.5	3.34	0.06	0.9	3.1	3	3.7	0.11																																																		0	95.53478554	15.263875	31.339	14.655808	29.252728	0.2596	0.5225	3.614875	0	0.777264	-0.16565	95.52	480.106	24903.9	3297.25		1.660565607	1.035356529	0.810810811	27.9298915676171	0.792699058253453	17.72914103721	31.3083685441843	14.661107185076	0	0	0	0	0	2.2420159309164	0	0.128353327600547	0	0	0.482659938658469	0.260548952748638	95.534785542265
KPc-9	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	l-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.275	-119.1333333	67	0.63	15.7	3.76	0.07	1.4	3.6	3	3.4	0.11																																																		0	94.92486737	14.054615	28.798	17.135808	28.328728	0.2596	0.5985	5.417055	0	0.562264	-0.24457	94.91	480.106	24903.9	3776.85		1.775889096	1.020389752	0.882352941	26.2577418660052	0.577109269071777	17.72914103721	28.7698521757369	17.1417167041302	0	0	0	0	0	3.48758033698107	0	0.149745548867305	0	0	0.551431482307039	0.260548952748638	94.9248673730582
SL-1	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	diorite	metaluminous	5a tonalite	diorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.095	-119.3033333	58.6	0.92	16.9	6.47	0.1	3	6.3	2.1	3.1	0.19																																																		0	91.2288798	10.2286864	26.257	21.939754	16.917344	0.4484	0.874	3.316813317	11.63809901	0	-0.401948222	91.2181485	829.274	17432.73	5515.4		2.292173783	0.89761	0.677419355	15.9685109880484	0	12.410398726047	26.2313358072896	25.9955599224919	0	0	0	0.938839395404416	0	7.03815851152213	0	0.213922212667578	1.98211513174517	0	0	0.450039100202194	91.2288797954184
SL-18	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	metaluminous	4 granodiorite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.155	-119.2866667	65.6	0.67	15.37	4.62	0.09	1.91	4.39	3.17	3.03	0.13																																																		0	94.37610038	16.46248898	25.6641	16.9929162	25.4957952	0.3068	0.6365	3.406934567	5.674891907	0	-0.276450803	94.36397605	567.398	26315.121	4016.65		1.826288724	0.937308646	1.04620462	24.3845919101873	0	18.7337923626519	25.6390153213185	18.9747185581623	0	0	0	0	0	4.75805603116703	0	0.19252999140082	1.37821392979105	0	0.00726079045822148	0.307921489612027	94.3761003847492
SLb-5	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	diorite	metaluminous	5a tonalite	tonalite	Gary_s_DB//////////	//////	Bateman et al. (1984)	0	1.136	1.42		37.14833333	-119.2666667	61.7	0.9	16.5	6.05	0.13	2.7	5.2	2.5	2.7	0.2																																																		0	92.55007851	7.87575	22.869	24.48256	25.84796	0.472	0.855	10.22475	0	0.36148	-0.4585	92.53	872.92	20753.25	5395.5		2.308384328	0.993816455	0.925925926	21.8294232227019	0.376220086018124	14.774284197675	22.8466473160264	24.4916629380546	0	0	0	0	0	6.7260477927492	0	0.278098876467852	0	0	0.753968713897331	0.473725368633888	92.5500785122243
SLb-96 X-3	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	gd	granodiorite	m-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.20833333	-119.26	65.6	0.62	15.8	4.13	0.06	1.6	3.5	2.9	3.3	0.15																																																		0	93.54666948	13.02231	27.951	16.37792	28.22072	0.354	0.589	6.07667	0	1.21336	-0.27498	93.53	654.69	24073.77	3716.9		1.844094937	1.058151388	0.878787879	25.850951814904	1.22746428161741	17.138169669303	27.9236800529211	16.3842595882976	0	0	0	0	0	3.98580609940693	0	0.128353327600547	0	0	0.552690615425513	0.355294026475416	93.5466694759516
SLd-20	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	ad	granodiorite	metaluminous	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.05	-119.3366667	68.9	0.52	14.8	3.8	0.05	1.6	3.3	4.1	3	0.08																																																		0	96.36323118	21.58682601	25.41	13.749052	28.201112	0.1888	0.494	3.936469853	3.027372666	0	-0.241509528	96.352123	349.168	34035.33	3117.4		1.578953496	0.962697877	1.366666667	26.7597043987065	0	24.2298260841871	25.3851636844738	14.8072750717186	0	0	0	0	0	3.98580609940693	0	0.106961106333789	0.734371430555674	0	0.164633160697476	0.189490147453555	96.3632311835334
SLd-52	CONVERGENT MARGIN	Mariposa//Shaver Suite////////////	Dinkey Creek Granodiorite	cyan2	ArcNormal	4- ACG & ATG	ad	granite	l-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.04166667	-119.3566667	71.1	0.27	14.9	2.34	0.02	0.66	2	4.3	3.4	0.04																																																		0	96.70073351	23.712735	28.798	9.658112	30.675992	0.0944	0.2565	2.504895	0	1.102096	-0.11273	96.69	174.584	35695.59	1618.65		1.453967496	1.073155646	1.264705882	29.7172503879758	1.11149343906597	25.4117688200011	28.7698521757369	9.6611028641949	0	0	0	0	0	1.64414501600536	0	0.0427844425335157	0	0	0.247591293645354	0.0947450737267776	96.7007335128857
D-6	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	f-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.965	-119.6883333	74.9	0.12	13.5	1.09	0.03	0.33	1.5	4.2	3	0.05																																																		0	97.64166734	23.95476	25.41	7.11264	38.28524	0.118	0.114	1.28982	0	1.40412	-0.05858	97.63	218.23	34865.46	719.4		1.423819104	1.105751659	1.4	37.8187693057185	1.41083480167594	24.8207974520941	25.3851636844738	7.11515954213531	0	0	0	0	0	0.82207250800268	0	0.0641766638002735	0	0	0.0862620422022075	0.118431342158472	97.6416673422612
FD-14	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	l-P	3b granite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.72833333	-119.6233333	73.3	0.02	14.4	1.44	0.03	0.71	1.8	4.6	3	0.02																																																		0	97.88996665	25.50271	25.41	8.797056	34.426496	0.0472	0.019	2.53397	0	1.254048	-0.11048	97.88	87.292	38185.98	119.9		1.452415253	1.091956568	1.533333333	33.3832074200204	1.260554015735	27.1846829237221	25.3851636844738	8.7995266625841	0	0	0	0	0	1.79145778284927	0	0.0380016277468228	0	0	0	0.0473725368633888	97.8899666539948
FD-31	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	f-P	3a granite	alkali granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.965	-119.715	77.4	0.12	12.2	0.9	0.06	0.16	0.63	4.49	3.66	0.02																																																		0	98.75071965	26.02096	31.0002	2.993856	37.610396	0.0472	0.114	0.77442	0	0.213248	-0.03428	98.74	87.292	37272.837	719.4		1.121198844	1.01440993	1.226775956	37.403334476085	0.221192699244954	26.5346144190244	30.969899695058	2.99490038799738	0	0	0	0	0	0.398580609940693	0	0.128353327600547	0	0	0.0524714956609102	0.0473725368633888	98.7507196474752
H-22-69	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	f-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.93166667	-119.6333333	74.2	0.15	14	1.35	0.04	0.35	1.7	4.1	3.1	0.04																																																		0	97.69122565	23.287475	26.257	8.170112	36.929992	0.0944	0.1425	1.402575	0	1.459096	-0.06315	97.68	174.584	34035.33	899.25		1.467842829	1.108577183	1.322580645	36.4331258132093	1.46698007508542	24.2298260841871	26.2313358072896	8.17273715276241	0	0	0	0	0	0.871895084245267	0	0.0855688850670313	0	0	0.105011673874318	0.0947450737267776	97.6912256494472
H-27-69	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gd	granite	l-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.98333333	-119.5033333	70.3	0.34	14.8	2.62	0.07	0.78	2	3.8	4	0.1																																																		0	96.20443347	20.37667	33.88	9.26528	28.46848	0.236	0.323	3.08419	0	0.69624	-0.13986	96.19	436.46	31544.94	2038.3		1.383998576	1.032789909	0.95	27.3312170756417	0.709326360520075	22.4569119804661	33.8468849126317	9.26910004616231	0	0	0	0	0	1.94308047346088	0	0.149745548867305	0	0	0.26130439284357	0.236862684316944	96.2044334749106
H-33-69	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.98	-119.615	69	0.32	16.5	2.34	0.06	0.65	2.4	3.8	3.7	0.14																																																		0	96.58621815	20.70016	31.339	10.987392	28.171472	0.3304	0.304	2.59862	0	2.259336	-0.12038	96.57	611.044	31544.94	1918.4		1.617627111	1.132939634	1.027027027	27.2255900897366	2.27134113392077	22.4569119804661	31.3083685441843	10.9922524493839	0	0	0	0	0	1.61923372788407	0	0.128353327600547	0	0	0.252559143566751	0.331607758043722	96.5862181547867
H-34-69	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	f-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.97833333	-119.6233333	76.6	0.07	12.9	0.81	0.06	0.09	0.89	4.3	3.7	0.02																																																		0	98.64060862	25.088035	31.339	4.283456	36.748896	0.0472	0.0665	0.499495	0	0.579248	-0.02183	98.63	87.292	35695.59	419.65		1.200966495	1.043725182	1.162162162	36.6449623503689	0.588314527648535	25.4117688200011	31.3083685441843	4.28481733790554	0	0	0	0	0	0.22420159309164	0	0.128353327600547	0	0	0.00244958368444998	0.0473725368633888	98.6406086213484
H-47-66	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	4 granodiorite	granodiorite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.86333333	-119.7883333	72	0.38	14.6	2.43	0.04	0.69	2.2	3.5	3.2	0.04																																																		0	96.66115015	18.82619	27.104	10.650112	35.375992	0.0944	0.361	2.72933	0	1.632096	-0.12312	96.65	174.584	29054.55	2278.1		1.612752274	1.118520431	1.09375	34.3691691908957	1.64282316834004	20.6839978767451	27.0775079301054	10.6533466718166	0	0	0	0	0	1.71887888036924	0	0.0855688850670313	0	0	0.335112468966035	0.0947450737267776	96.6611501460318
K-18-64	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	gr	granite	m-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.885	-119.8333333	71.8	0.33	14.2	2.43	0.03	0.59	1.7	4.7	3	0.08																																																		0	96.44301151	26.190065	25.41	7.908224	32.926984	0.1888	0.3135	2.327205	0	1.272192	-0.10697	96.43	349.168	39016.11	1978.35		1.416774776	1.082832155	1.566666667	32.0732073309276	1.27779738197543	27.7756542916291	25.3851636844738	7.91140194074068	0	0	0	0	0	1.46976599915631	0	0.0641766638002735	0	0	0.296354072503341	0.189490147453555	96.44301151266
K-35-64	CONVERGENT MARGIN	Mariposa//Yosemite Valley Suite////////////	El Capitan Granite	lightcyan3	ArcAlum	4- ACG & ATG	ad	granite	m-P	3b granite	granite	Gary_s_DB//////////	//////	Bateman et al. (1984)	15	1.136	1.42		37.805	-119.665	73.1	0.32	14.3	1.8	0.03	0.5	1.4	4.2	3.4	0.11																																																		0	97.37467576	23.44786	28.798	6.223808	34.540728	0.2596	0.304	2.01002	0	1.870264	-0.09428	97.36	480.106	34865.46	1918.4		1.410315196	1.127306641	1.235294118	33.8220633837834	1.87828821691193	24.8207974520941	28.7698521757369	6.22703482029189	0	0	0	0	0	1.24556440606467	0	0.0641766638002735	0	0	0.286349690108049	0.260548952748638	97.3746757615398
