	SiO2	TiO2	Al2O3	FeOt	CaO	MgO	MnO	K2O	Na2O	A/NK	A/CNK	Fe#	K2O/Na2O	Na2O+K2O	Q	An	Ab	Or	Group
22	71.97214	0.5289264	14.59754	2.962112	1.5094508	0.9547482	0.029900323	4.934584	2.364188	1.5810779007699383	1.2187868369085029	0.7562465466600008	2.0872214899999495	7.298772	35.0977454835667	6.53217363631575	20.0050997869562	29.16197856532	1- CPG & MPG
23	72.21388	0.4712809	14.38781	3.171619	1.5247923	1.1532641	0.033590217	4.395229	2.462265	1.6331247709514927	1.242219850065452	0.7333421335711942	1.785034917037768	6.857493999999999	36.6169275664288	6.34783623919789	20.8350000198503	25.9745449439452	1- CPG & MPG
24	72.63072	0.4146118	14.34936	2.897715	1.2280506	0.894467	0.025255539	4.709106	2.64657	1.5179582217252887	1.2279223236092414	0.7641286731491262	1.7793241818655845	7.355676000000001	35.8326975243828	4.75884561484278	22.3945375508059	27.8294681443907	1- CPG & MPG
25	72.68455	0.3693858	15.13261	2.179916	1.5894784	0.9707826	0.040703673	4.577128	2.264142	1.743186490261315	1.307808771994197	0.6918833810380973	2.0215728518794314	6.84127	37.6915476609888	6.63586715357184	19.1585384249639	27.0495159524544	1- CPG & MPG
26	73.25005	0.463456	14.24501	2.770277	1.117931	1.1095804	0.031314593	4.660655	2.157575	1.657142615185468	1.3402363472862633	0.7140151594231272	2.160135800609481	6.81823	39.3688696061896	4.27784150845086	18.2567981788428	27.5431366069261	1- CPG & MPG
27	73.54354	0.5326935	13.72588	3.064633	1.414503	1.2298642	0.03820113	3.97504	2.255989	1.7123853145379329	1.2964264649744297	0.713618581472122	1.761994406887622	6.2310289999999995	40.9710847981182	5.58255976307506	19.0895500117908	23.4913482628505	1- CPG & MPG
28	76.69906	0.1406721	12.92808	1.154082	0.3617281	0.3204784	0.003173054	5.853227	2.39354	1.2581278978549197	1.1824460619665749	0.782661734304	2.445426857290875	8.246767	39.5425008557499	0.840996880981316	20.2534682284451	34.5908956686019	1- CPG & MPG
29	63.37698	1.2838913	17.10922	5.76404	1.3688623	2.3594999	0.108804344	6.171797	2.137746	1.6774115964426153	1.3483914486123805	0.7095478167098066	2.8870581444194023	8.309543	21.7779338407042	4.70603596661556	18.0890107086097	36.4735531553433	1- CPG & MPG
30	67.99483	1.099778	16.1477	4.692605	0.5943031	2.1942686	0.074023519	4.891897	2.048337	1.863166785256763	1.6566238787025827	0.6813839301479266	2.3882285971497854	6.940234	33.5604794299685	1.2350575100839	17.3324566753213	28.9097106175016	1- CPG & MPG
31	68.21043	0.805547	15.45269	4.327839	1.302284	1.3388536	0.018284799	5.137013	3.171397	1.4334817437271896	1.1753222760481659	0.7637327989169556	1.6197949988601237	8.308409999999999	25.98878017793	4.92118986502863	26.8354773178164	30.3582759956605	1- CPG & MPG
32	68.84487	0.5211588	16.35824	3.393888	1.6619882	1.4427202	0.048726233	4.69043	2.845188	1.6761174073342917	1.2798473338800795	0.7017082756465575	1.6485483560313063	7.5356179999999995	29.183211046755	6.98594063097873	24.0751876977002	27.7190983317204	1- CPG & MPG
33	68.99394	0.6654471	15.81692	3.273049	1.0179311	1.2069907	0.052338534	6.424822	2.307168	1.4710024333604508	1.2549863154110197	0.7305848204871934	2.7847222222222223	8.73199	27.6926152268897	3.47303356167399	19.5226124425267	37.96885845899	1- CPG & MPG
34	69.45897	0.5668783	15.65669	3.533473	1.583985	1.4601722	0.05525529	4.748885	2.726951	1.6260982243555746	1.2516988918901462	0.7075939235731045	1.7414632679501756	7.475835999999999	30.44756184493	6.49470436070596	23.0746991648465	28.0645506448304	1- CPG & MPG
35	70.51389	0.4932133	15.83693	2.799526	1.3849512	1.2881815	0.039540304	5.029943	2.407796	1.6834101594032331	1.3279619314441942	0.684864560392347	2.0890237378914165	7.4377390000000005	32.9586104828156	5.52500135716731	20.3740985262737	29.7255229520425	1- CPG & MPG
36	70.56377	0.5912214	14.99205	3.681473	1.4919828	1.408407	0.046430999	4.502775	2.494892	1.6694717559055423	1.2821595028251778	0.7232926905938843	1.8047975623794534	6.997667	34.170063134186	5.91900227718805	21.1110805983614	26.6101110112745	1- CPG & MPG
37	70.68482	0.470401	15.57771	2.547373	1.2592917	0.9690889	0.055526174	5.61862	2.62335	1.4979013909983292	1.2276245543231112	0.724413649981534	2.141772923933139	8.24197	30.3333307181631	4.98133656015717	22.1980563838881	33.2044354714964	1- CPG & MPG
38	71.42954	0.5793176	14.28317	3.386442	1.2616716	1.1680977	0.028387612	5.284301	2.354069	1.4886555159220012	1.201414682234183	0.7435311190722522	2.2447519592671243	7.63837	33.71014253322	4.78943100756094	19.9194756298485	31.2287059040234	1- CPG & MPG
39	71.63042	0.5221924	14.47667	3.28208	1.396561	1.1961848	0.041492029	4.721995	2.535062	1.5593854116431585	1.2244730100152008	0.7328910072490578	1.862674364571754	7.257057	34.6013795616193	5.63934709923237	21.4509879400965	27.9056384440002	1- CPG & MPG
40	72.23855	0.5255037	14.62045	3.281297	1.8543518	1.2487218	0.059314283	3.258123	2.731579	1.822591529444576	1.2832452268131551	0.7243451175081216	1.192761768925592	5.989701999999999	38.566789475949	8.01008227386592	23.1138600106904	19.2545740611926	1- CPG & MPG
41	72.53175	0.4106349	14.34849	2.812612	1.2896826	0.9523017	0.034047621	4.854365	2.575238	1.5114809861212095	1.2120829307600596	0.7470588236856531	1.8850160645346175	7.429603	35.3369155062338	5.15135197013145	21.790946052159	28.6879072436987	1- CPG & MPG
42	73.02	0.47	13.47	3.04	1.62	1.17	0.04	4.97	2.07	1.5329442115642686	1.1480961258600633	0.7220902612826603	2.4009661835748792	7.039999999999999	37.1172197552661	7.18783540266486	17.5157629422869	29.371276984978	1- CPG & MPG
43	72.39	0.39	14.07	2.67	1.85	0.98	0.06	5.16	2.31	1.4987882301725761	1.1034238213937972	0.7315068493150685	2.2337662337662336	7.470000000000001	34.1543874205785	8.32891578142977	19.5465760370448	30.4941225840013	1- CPG & MPG
44	72.63	0.41	13.85	2.81	1.79	0.95	0.07	4.96	2.4	1.4861969750418906	1.1015113764356657	0.7473404255319149	2.066666666666667	7.359999999999999	34.8096757394143	8.03124263914327	20.308130947579	29.3121798481873	1- CPG & MPG
45	72.41	0.36	14.15	2.71	1.82	0.9	0.06	5.06	2.4	1.5009491532811716	1.110983838897576	0.7506925207756233	2.1083333333333334	7.459999999999999	34.2171853643424	8.18007921028652	20.308130947579	29.9031512160943	1- CPG & MPG
46	72.71	0.39	14.09	2.63	1.79	0.84	0.06	5.0	2.34	1.5209921488484992	1.1255579808423533	0.7579250720461095	2.1367521367521367	7.34	35.3060396223007	7.90057503313241	19.8004276738895	29.5485683953501	1- CPG & MPG
47	72.6	0.39	14.13	2.74	1.69	0.97	0.06	4.98	2.3	1.5398484573685591	1.1535678008967445	0.7385444743935311	2.165217391304348	7.28	35.4692643737499	7.53512073533244	19.4619588247632	29.4303741217687	1- CPG & MPG
48	72.54	0.37	14.12	2.65	1.81	0.91	0.07	5.04	2.35	1.5144602196034356	1.119358943481618	0.7443820224719101	2.1446808510638298	7.390000000000001	34.7493164947994	8.06513321690001	19.8850448861711	29.7849569425129	1- CPG & MPG
49	72.17	0.39	14.23	2.74	1.74	0.95	0.07	5.04	2.5	1.486902914017901	1.1174926573149104	0.7425474254742547	2.016	7.54	33.6818075899079	7.52184647521613	21.1543030703948	29.7849569425129	1- CPG & MPG
50	72.67	0.38	14.06	2.6	1.66	0.93	0.07	5.05	2.42	1.4879183586849791	1.1277207962303069	0.7365439093484419	2.0867768595041323	7.47	34.7537361602012	7.25561655817833	20.4773653721422	29.8440540793036	1- CPG & MPG
51	71.86	0.44	14.42	3.26	1.7	1.38	0.08	4.57	2.18	1.6895416277074449	1.2403481274910075	0.7025862068965517	2.0963302752293576	6.75	36.3071833599127	7.71540053172439	18.4465522773843	27.00739151335	1- CPG & MPG
52	73.57	0.26	14.01	1.86	1.64	0.41	0.03	5.34	2.7	1.3702916156726093	1.0608879028205307	0.8193832599118943	1.9777777777777776	8.04	33.7898826637866	7.0257245714053	22.8466473160264	31.5578710462339	1- CPG & MPG
53	72.93	0.38	13.9	2.68	1.74	0.95	0.06	4.85	2.36	1.5217579081528219	1.130282604559726	0.7382920110192838	2.055084745762712	7.209999999999999	35.9269607423611	7.65251408122699	19.9696620984527	28.6621113434896	1- CPG & MPG
54	72.23	0.38	14.07	2.77	1.78	0.93	0.06	5.16	2.5	1.4504908844816957	1.087617944364494	0.7486486486486487	2.064	7.66	33.1137644405718	7.98163044876219	21.1543030703948	30.4941225840013	1- CPG & MPG
55	72.5	0.39	14.03	2.77	1.82	0.88	0.06	5.1	2.31	1.50494245828537	1.1106971190689572	0.7589041095890411	2.2077922077922074	7.41	34.7074211706811	8.18007921028652	19.5465760370448	30.1395397632571	1- CPG & MPG
56	71.86	0.34	14.12	2.36	1.68	0.7	0.07	5.37	3.38	1.2412865068648042	0.9785278082792759	0.7712418300653595	1.5887573964497042	8.75	27.362406884841	7.49507580797935	28.6006177511738	31.735162456606	1- CPG & MPG
57	73.37	0.22	14.2	1.85	1.79	0.56	0.05	4.9	2.94	1.4000483757458435	1.0599346677095933	0.7676348547717842	1.6666666666666667	7.84	33.1634558175546	8.16191024515413	24.8774604107843	28.9575970274431	1- CPG & MPG
58	73.41	0.23	14.09	1.82	1.95	0.53	0.05	4.91	2.89	1.3990559803720952	1.0347716176432642	0.774468085106383	1.698961937716263	7.800000000000001	33.1578781321353	8.95570529125147	24.4543743493764	29.0166941642338	1- CPG & MPG
59	73.51	0.24	14.22	1.84	1.76	0.41	0.05	5.03	2.84	1.4053112432225645	1.0676673704359512	0.8177777777777778	1.7711267605633805	7.87	33.6473048891723	8.07840747701632	24.0312882879685	29.7258598057222	1- CPG & MPG
60	73.22	0.22	14.33	1.9	1.74	0.43	0.05	4.99	3.0	1.386058551262662	1.061300278375355	0.815450643776824	1.6633333333333333	7.99	32.6491815623579	7.84851549024329	25.3851636844738	29.4894712585594	1- CPG & MPG
61	72.21	0.24	13.97	1.98	1.57	0.41	0.41	5.22	3.06	1.30726625729031	1.0316839747443807	0.8284518828451882	1.7058823529411764	8.28	32.9230336672111	1.7130702103249	25.8928669581632	30.8487054047455	1- CPG & MPG
62	73.13	0.22	14.32	1.7	1.33	0.38	0.3	5.09	3.42	1.2856982628471243	1.0563511401484835	0.8173076923076923	1.4883040935672514	8.51	30.5415825723669	5.94508329062974	28.9390866003001	30.0804426264664	1- CPG & MPG
63	72.63	0.3	14.68	2.15	1.48	0.86	0.06	5.09	2.64	1.4896459296145887	1.1701313733394012	0.7142857142857143	1.928030303030303	7.73	33.6299795351097	6.68926614634599	22.3389440423369	30.0804426264664	1- CPG & MPG
64	72.67	0.38	14.09	2.59	1.73	0.87	0.06	5.08	2.38	1.496369925456476	1.1216745987035475	0.7485549132947976	2.134453781512605	7.46	34.7828160761289	7.66823569385134	20.1388965230159	30.0213454896757	1- CPG & MPG
65	72.63	0.36	14.12	2.56	1.76	0.77	0.06	4.97	2.64	1.4519646789229244	1.0924772330496983	0.7687687687687688	1.8825757575757573	7.609999999999999	33.7080760320198	7.88240606800002	22.3389440423369	29.371276984978	1- CPG & MPG
66	72.9	0.4	13.77	2.69	1.69	0.94	0.06	5.03	2.38	1.4708425985344817	1.10738427033615	0.7410468319559229	2.1134453781512605	7.41	35.1573342979344	7.53512073533244	20.1388965230159	29.7258598057222	1- CPG & MPG
67	70.6	0.41	15.9	2.44201602	1.37	0.74	0.03	4.09	3.05	1.6831801181712496	1.3319579879420353	0.7674430312893271	1.340983606557377	7.14	33.4568329746823	6.14353205215408	25.8082497458817	24.1707289473964	1- CPG & MPG
68	66.56	0.4	16.06	4.35200702	3.37	2.27	0.08	4.02	2.75	1.809157579103175	1.0703575104761753	0.6572036252537831	1.4618181818181817	6.77	24.6928814366812	16.4579729464033	23.2697333774343	23.7570489898615	1- CPG & MPG
69	67.54	0.25	16.74	3.10600756	2.86	1.05	0.03	4.96	2.86	1.6613963272662164	1.0958465112938383	0.7473536838320862	1.7342657342657344	7.82	24.2909865374842	14.0584188429789	24.2005227125317	29.3121798481873	1- CPG & MPG
70	66.59	0.13	17.29	3.05600396	2.86	1.7	0.06	4.33	3.38	1.68696419364125	1.1191532355665212	0.6425570680138795	1.2810650887573964	7.71	21.7159424796938	14.1564195474871	28.6006177511738	25.5890602303732	1- CPG & MPG
71	62.41	1.18	16.57	5.36401044	3.65	2.53	0.08	2.61	3.7	1.8590381414733776	1.0656239759484218	0.6795038441829069	0.7054054054054053	6.3100000000000005	20.0179989524773	16.4751044139596	31.3083685441843	15.4243527023727	1- CPG & MPG
72	64.4	1.84	17.72	3.15600036	3.44	1.22	0.005	3.69	2.79	2.063935070812282	1.1940630922285567	0.721206604288305	1.3225806451612903	6.48	25.9944112969362	14.4532413708753	23.6082022265606	21.8068434757684	1- CPG & MPG
73	66.82	0.55	16.92	3.28500765	3.41	1.77	0.05	3.25	3.05	1.981995650902492	1.1481422252585423	0.6498521619447993	1.0655737704918034	6.3	27.0686642644449	16.0684174808787	25.8082497458817	19.2065694569775	1- CPG & MPG
74	75.25	0.11	13.56	0.94300423	0.88	0.07	0.005	5.16	3.11	1.2668501392744826	1.1021063531932793	0.9308986103641443	1.6591639871382637	8.27	35.4582049269661	4.30053895052989	26.3159530195711	30.4941225840013	1- CPG & MPG
75	74.65	0.25	12.67	1.29600306	1.02	0.64	0.005	5.1	2.84	1.2428207900214607	1.0515311240684149	0.6694220101077734	1.795774647887324	7.9399999999999995	35.6777159728777	4.60310679783246	24.0312882879685	30.1395397632571	1- CPG & MPG
76	66.94	0.51	15.94	2.88902889	2.86	1.53	0.05	4.05	3.4	1.5973706588589445	1.0501420629516878	0.6537700843137054	1.1911764705882353	7.449999999999999	23.6839404402978	13.2090794039083	28.7698521757369	23.9343404002336	1- CPG & MPG
77	66.84	0.5	15.94	2.87102871	3.05	1.54	0.05	4.03	3.54	1.5646525574956518	1.0131557845965047	0.6508750903142501	1.1384180790960452	7.57	22.3958580347189	14.2170448241543	29.9544931476791	23.8161461266522	1- CPG & MPG
78	68.58	0.48	15.36	2.63702637	2.61	1.28	0.05	4.03	3.26	1.5791226701973684	1.0613323938828056	0.673221500420994	1.236196319018405	7.29	27.0952576045177	12.0341084473867	27.5852112037948	23.8161461266522	1- CPG & MPG
79	67.62	0.49	15.64	5.48602736	2.68	1.39	0.04	4.15	3.3	1.5761898056885386	1.0570860173351675	0.7978483901785988	1.2575757575757578	7.45	25.1574197269842	12.3160599770488	27.9236800529211	24.5253117681406	1- CPG & MPG
80	66.46	0.75	15.62	4.30200702	2.36	1.49	0.08	4.27	2.81	1.6892933003604016	1.153842244809515	0.7427489305770903	1.5195729537366547	7.08	27.0659088084459	10.401800869827	23.7774366511238	25.234477409629	1- CPG & MPG
81	68.9	0.53	15.23	3.11500675	2.0	1.16	0.07	4.71	2.83	1.5611215818536521	1.1372316734293468	0.7286553991990773	1.664310954063604	7.54	29.110438421826	8.28909300108084	23.9466710756869	27.8347514284198	1- CPG & MPG
82	67.59	0.56	15.72	3.14600306	2.8	1.4	0.07	4.56	3.39	1.4950531441860302	1.0073316388666138	0.6920371628610386	1.3451327433628317	7.949999999999999	22.8473410113506	12.7154048526055	28.6852349634554	26.9482943765593	1- CPG & MPG
83	72.14	0.3	15.66	2.0	1.36	0.51	0.03	5.08	3.25	1.443662437363089	1.1756634592833397	0.7968127490039841	1.563076923076923	8.33	30.7194691013817	5.37524802871324	27.5005939915133	30.0213454896757	1- CPG & MPG
84	71.1	0.18	14.67	1.84200432	1.74	0.82	0.04	5.03	3.4	1.3287989071668784	1.0328308144485467	0.6919614315276543	1.4794117647058824	8.43	27.2419584356708	8.37118591428674	28.7698521757369	29.7258598057222	1- CPG & MPG
85	72.65	0.08	14.67	1.02700117	1.42	0.26	0.01	3.9	4.58	1.2476857167122237	1.0230420287673887	0.7979799816343601	0.851528384279476	8.48	27.6752328894207	7.01226413261109	38.7546832249633	23.0478833483731	1- CPG & MPG
86	67.54	0.25	16.74	3.10600756	2.86	1.05	0.03	4.96	2.86	1.6613963272662164	1.0958465112938383	0.7473536838320862	1.7342657342657344	7.82	24.2909865374842	14.0584188429789	24.2005227125317	29.3121798481873	1- CPG & MPG
87	67.68	0.4	15.71	3.088743213	2.36	1.09	0.04	4.89	3.0	1.535621082397929	1.0818592543837253	0.739156022650775	1.63	7.89	25.4325961825467	10.3364670668216	25.3851636844738	28.8984998906524	1- CPG & MPG
88	67.88	0.46	15.62	3.742692247	2.41	1.25	0.05	3.81	3.0	1.723878847248394	1.1619620554016536	0.7496340775358029	1.27	6.8100000000000005	29.4767974833174	10.4538604127161	25.3851636844738	22.5160091172568	1- CPG & MPG
89	69.28	0.58	14.67	3.6638936	2.17	1.71	0.05	3.64	2.36	1.8750043330605695	1.2464488035809917	0.6817949651999065	1.5423728813559323	6.0	34.9940287367273	9.45916925258641	19.9696620984527	21.5113577918149	1- CPG & MPG
90	68.29	0.59	15.08	3.8479012	2.08	1.95	0.05	3.96	2.13	1.9352955151749114	1.3029304906759156	0.6636713988848241	1.8591549295774648	6.09	33.8956080472878	9.14332714516752	18.0234662159764	23.4024661691173	1- CPG & MPG
91	75.1	0.19	12.73	1.5958974	0.96	0.29	0.03	4.71	3.31	1.2071518154843839	1.0357223808876197	0.8462270534971839	1.4229607250755287	8.02	35.4523403549062	4.50143506456226	28.0082972652027	27.8347514284198	1- CPG & MPG
92	66.01	0.7	15.71	4.4288461	3.06	2.25	0.06	3.54	2.33	2.049215924802966	1.187454267729452	0.6631154594204529	1.51931330472103	5.87	29.7096419383257	13.5479851814756	19.715810461608	20.9203864239079	1- CPG & MPG
93	66.9	0.62	15.33	3.9379012	3.13	2.34	0.05	3.32	2.29	2.0822230030170994	1.1744217016839826	0.6272639652245562	1.4497816593886461	5.609999999999999	31.3902116173147	13.8952705141432	19.3773416124816	19.6202494145125	1- CPG & MPG
94	67.59	0.63	15.07	3.959886	2.63	2.11	0.05	3.72	2.26	1.9454976655308645	1.2029143084945249	0.6523822687938455	1.6460176991150446	5.98	32.0253975854098	11.6759962071108	19.1234899756369	21.9841348861405	1- CPG & MPG
95	75.38	0.14	12.94	1.2489031	0.98	0.21	0.02	4.93	3.32	1.198131280636264	1.0284557797677658	0.8560562384163829	1.4849397590361446	8.25	34.8804075208604	4.66599324832985	28.0929144774843	29.1348884378152	1- CPG & MPG
96	74.28	0.23	13.11	1.819848	1.33	0.32	0.03	4.48	3.41	1.2532316104166537	1.017925328664745	0.850456667950247	1.3137829912023462	7.890000000000001	34.149678194473	6.20641850265147	28.8544693880185	26.4755172822337	1- CPG & MPG
97	69.65	0.54	14.86	3.6418898	1.85	1.76	0.05	3.7	2.44	1.8527377748995288	1.305317972550448	0.6741880961733059	1.5163934426229508	6.140000000000001	35.2802965176049	7.87157916039175	20.6465997967053	21.8659406125591	1- CPG & MPG
98	67.7	0.56	15.49	3.6648575	2.95	2.17	0.05	3.24	2.5	2.0324927276011464	1.1929314527144002	0.6280971728958248	1.296	5.74	31.8013052575029	13.2635862993055	21.1543030703948	19.1474723201868	1- CPG & MPG
99	70.16	0.56	14.45	4.1479392	0.73	2.16	0.05	3.95	1.37	2.2125448584585268	1.8388402814807203	0.6575743786496864	2.8832116788321165	5.32	42.6634921227783	2.77235045874846	11.5925580825764	23.3433690323266	1- CPG & MPG
100	69.82	0.51	14.39	3.5549145	3.3	1.86	0.06	2.5	2.45	2.135759015496087	1.1297215946988548	0.6565042716740958	1.0204081632653061	4.95	36.5874019740396	15.392015780676	20.7312170089869	14.774284197675	1- CPG & MPG
101	68.38	0.7	14.87	4.7578062	0.88	2.27	0.05	4.03	1.22	2.3340900529692994	1.865561388096667	0.6769973537403464	3.3032786885245904	5.25	41.0488163861735	3.32053190544841	10.3232998983527	23.8161461266522	1- CPG & MPG
102	69.72	0.66	15.04	4.3618898	0.72	1.87	0.06	3.78	1.37	2.369673996825529	1.9644837258328955	0.6999305090407728	2.7591240875912404	5.15	43.3843290397592	2.59207066235651	11.5925580825764	22.3387177068847	1- CPG & MPG
103	69.83	0.55	14.63	3.6539316	1.62	1.56	0.04	4.39	2.15	1.764649129437539	1.3020584756260405	0.700801598548013	2.041860465116279	6.539999999999999	35.2974003505222	6.73049878162684	18.1927006405395	25.9436430511174	1- CPG & MPG
104	70.47	0.52	14.47	3.3049335	1.86	1.58	0.04	4.24	2.14	1.7838369413406052	1.2589674080239028	0.6765564976473067	1.9813084112149533	6.380000000000001	35.9691629334141	8.0518589567837	18.108083428258	25.0571859992569	1- CPG & MPG
105	68.41	0.64	15.03	4.1479012	1.94	1.9	0.05	4.08	2.17	1.8816113676051958	1.3052418740467824	0.6858414287587898	1.880184331797235	6.25	33.670025322901	8.51409028283779	18.3619350651027	24.1116318106057	1- CPG & MPG
106	68.83	0.6	14.84	3.8828917	1.9	1.74	0.05	4.12	2.03	1.9023631554147185	1.318481829535597	0.6905506823117364	2.0295566502463056	6.15	35.1038041070404	8.25030771830803	17.1772940931606	24.3480203577685	1- CPG & MPG
107	69.5	0.55	14.59	3.719848	1.68	1.75	0.05	3.95	2.04	1.9113873248421702	1.3651149623818866	0.6800642357886362	1.9362745098039216	5.99	36.8228848080333	7.1588395299242	17.2619113054422	23.3433690323266	1- CPG & MPG
108	70.2	0.74	14.37	4.7409069	0.87	2.11	0.05	3.37	1.39	2.420896010090818	1.9115049148917862	0.6920115787882039	2.4244604316546763	4.76	44.6379527308424	3.33625351807276	11.7617925071395	19.9157350984659	1- CPG & MPG
